AccountID,CustomerID,AccountType,Balance,OpenDate,Status,BranchID
A04075,C04075,Current,9595.15,2018-05-12,Dormant,B005
A04076,C04076,Current,74786.63,2020-02-11,Closed,B013
A04077,C04077,Current,76692.46,2025-01-13,Closed,B001
A04078,C04078,Current,49621.68,2016-09-19,Closed,B005
A04079,C04079,Savings,53238.46,2024-01-22,Active,B012
A04080,C04080,Current,84880.88,2020-03-14,Active,B017
A04081,C04081,Current,82004.37,2020-10-29,Active,B006
A04082,C04082,Current,67073.62,2018-07-27,Closed,B019
A04083,C04083,Current,97955.19,2025-05-16,Active,B012
A04084,C04084,Current,51229.86,2018-11-01,Closed,B006
A04085,C04085,Current,4778.54,2017-02-17,Active,B016
A04086,C04086,Current,6745.46,2018-02-12,Closed,B003
A04087,C04087,Savings,29833.9,2022-06-09,Active,B007
A04088,C04088,Current,97597.14,2021-09-20,Closed,B020
A04089,C04089,Savings,44194.28,2024-10-06,Active,B007
A04090,C04090,Savings,43202.78,2020-05-18,Active,B019
A04091,C04091,Current,22386.33,2016-04-20,Dormant,B017
A04092,C04092,Current,15839.07,2017-03-14,Active,B012
A04093,C04093,Current,39447.67,2024-03-19,Closed,B004
A04094,C04094,Savings,68475.46,2017-01-16,Dormant,B009
A04095,C04095,Current,12589.14,2023-06-13,Dormant,B018
A04096,C04096,Savings,32583.38,2015-10-19,Active,B019
A04097,C04097,Current,43525.75,2023-05-31,Active,B009
A04098,C04098,Current,35112.39,2019-09-08,Active,B008
A04099,C04099,Savings,1041.71,2023-09-12,Dormant,B015
A04100,C04100,Current,55582.9,2025-05-11,Active,B009
A04101,C04101,Current,97404.9,2020-04-17,Dormant,B007
A04102,C04102,Current,43961.68,2025-01-31,Closed,B017
A04103,C04103,Current,92137.22,2022-12-17,Dormant,B008
A04104,C04104,Savings,43630.13,2021-10-06,Dormant,B016
A04105,C04105,Savings,68961.86,2018-12-21,Closed,B002
A04106,C04106,Savings,79938.87,2016-12-05,Active,B007
A04107,C04107,Savings,30289.59,2016-05-22,Active,B003
A04108,C04108,Current,20927.51,2018-08-13,Closed,B018
A04109,C04109,Savings,11519.12,2022-05-01,Active,B016
A04110,C04110,Current,95229.43,2022-01-23,Closed,B019
A04111,C04111,Current,62404.88,2021-04-02,Closed,B015
A04112,C04112,Savings,20029.76,2022-12-04,Dormant,B020
A04113,C04113,Current,78621.99,2023-08-19,Active,B014
A04114,C04114,Savings,17472.51,2021-07-14,Active,B006
A04115,C04115,Current,59504.36,2019-11-19,Dormant,B017
A04116,C04116,Current,68963.34,2020-11-05,Closed,B009
A04117,C04117,Current,59294.3,2016-04-14,Closed,B009
A04118,C04118,Savings,9515.11,2024-12-24,Closed,B010
A04119,C04119,Savings,34553.08,2015-10-04,Dormant,B006
A04120,C04120,Savings,6552.4,2024-01-10,Active,B017
A04121,C04121,Current,10055.64,2018-06-18,Active,B006
A04122,C04122,Savings,15297.83,2018-12-02,Dormant,B010
A04123,C04123,Savings,79316.64,2021-10-31,Dormant,B018
A04124,C04124,Savings,71909.51,2022-02-08,Closed,B008
A04125,C04125,Current,71967.85,2025-07-18,Dormant,B010
A04126,C04126,Savings,23035.24,2022-10-12,Dormant,B004
A04127,C04127,Current,62095.97,2018-06-02,Closed,B007
A04128,C04128,Savings,32144.95,2020-01-02,Dormant,B011
A04129,C04129,Current,89951.57,2021-10-18,Active,B006
A04130,C04130,Current,70675.56,2018-08-02,Active,B006
A04131,C04131,Current,87658.03,2018-02-10,Dormant,B020
A04132,C04132,Current,92407.35,2018-07-02,Closed,B008
A04133,C04133,Savings,38883.16,2016-04-25,Active,B012
A04134,C04134,Savings,78164.56,2019-07-18,Active,B012
A04135,C04135,Current,51586.52,2025-06-17,Active,B010
A04136,C04136,Savings,81033.78,2016-08-09,Closed,B014
A04137,C04137,Savings,18190.0,2020-11-09,Dormant,B014
A04138,C04138,Current,5077.06,2022-09-25,Closed,B015
A04139,C04139,Savings,39027.43,2016-06-26,Dormant,B007
A04140,C04140,Savings,61446.92,2024-11-19,Closed,B009
A04141,C04141,Current,82028.37,2019-09-03,Closed,B011
A04142,C04142,Current,91180.65,2019-07-06,Closed,B018
A04143,C04143,Savings,63781.93,2024-07-21,Dormant,B007
A04144,C04144,Savings,75589.59,2016-11-24,Active,B009
A04145,C04145,Savings,43983.25,2023-02-13,Dormant,B006
A04146,C04146,Current,51769.78,2025-01-17,Active,B019
A04147,C04147,Savings,95488.22,2023-02-13,Active,B013
A04148,C04148,Current,43344.23,2022-05-18,Active,B008
A04149,C04149,Current,83735.88,2018-02-15,Closed,B013
A04150,C04150,Current,630.53,2019-04-06,Closed,B011
A04151,C04151,Current,88814.62,2024-11-16,Dormant,B015
A04152,C04152,Current,56740.63,2023-08-14,Closed,B005
A04153,C04153,Savings,47295.9,2016-12-01,Closed,B014
A04154,C04154,Savings,28820.48,2023-05-03,Dormant,B010
A04155,C04155,Savings,63727.52,2025-03-23,Dormant,B003
A04156,C04156,Savings,6239.67,2020-12-06,Dormant,B019
A04157,C04157,Savings,13085.58,2016-01-28,Closed,B018
A04158,C04158,Savings,16400.68,2023-02-02,Dormant,B001
A04159,C04159,Current,26657.09,2021-01-10,Active,B011
A04160,C04160,Savings,936.11,2020-02-13,Active,B007
A04161,C04161,Current,92152.66,2020-12-23,Active,B008
A04162,C04162,Savings,89554.81,2018-03-24,Closed,B007
A04163,C04163,Current,91597.92,2024-05-20,Dormant,B009
A04164,C04164,Current,48478.59,2023-08-24,Closed,B005
A04165,C04165,Savings,54422.96,2017-02-27,Active,B014
A04166,C04166,Current,31091.96,2017-12-06,Dormant,B017
A04167,C04167,Savings,51296.86,2016-03-03,Closed,B001
A04168,C04168,Current,78513.68,2020-11-06,Dormant,B017
A04169,C04169,Savings,34775.2,2020-01-22,Active,B010
A04170,C04170,Savings,1808.19,2018-04-11,Closed,B003
A04171,C04171,Savings,96224.59,2017-11-16,Dormant,B003
A04172,C04172,Savings,32300.49,2021-06-27,Dormant,B006
A04173,C04173,Savings,12148.1,2023-07-10,Dormant,B015
A04174,C04174,Savings,25662.76,2021-05-03,Active,B003
A04175,C04175,Savings,80197.04,2015-08-21,Closed,B015
A04176,C04176,Current,67412.44,2023-09-09,Dormant,B011
A04177,C04177,Savings,72095.61,2024-05-15,Active,B019
A04178,C04178,Savings,98346.9,2021-09-26,Closed,B014
A04179,C04179,Savings,87785.44,2017-08-18,Closed,B010
A04180,C04180,Current,9235.43,2022-06-02,Active,B001
A04181,C04181,Current,74991.42,2016-08-11,Dormant,B014
A04182,C04182,Savings,13153.96,2020-04-24,Closed,B019
A04183,C04183,Savings,49515.03,2022-08-30,Closed,B015
A04184,C04184,Savings,97764.74,2017-03-11,Closed,B019
A04185,C04185,Current,7240.68,2023-09-01,Dormant,B005
A04186,C04186,Savings,22018.81,2018-07-05,Active,B010
A04187,C04187,Current,41013.0,2024-10-17,Closed,B018
A04188,C04188,Savings,78567.09,2020-05-09,Dormant,B018
A04189,C04189,Current,45083.31,2022-10-28,Closed,B011
A04190,C04190,Current,83817.81,2019-08-26,Active,B007
A04191,C04191,Savings,56951.43,2017-07-31,Active,B009
A04192,C04192,Current,18227.66,2021-09-11,Active,B001
A04193,C04193,Savings,37859.65,2017-05-08,Active,B013
A04194,C04194,Current,41571.22,2024-05-22,Dormant,B007
A04195,C04195,Savings,44174.34,2015-12-18,Active,B015
A04196,C04196,Current,83029.07,2017-07-11,Active,B013
A04197,C04197,Savings,47979.57,2015-11-23,Closed,B006
A04198,C04198,Current,61757.17,2017-02-12,Active,B017
A04199,C04199,Current,53752.62,2019-05-21,Active,B004
A04200,C04200,Savings,89411.86,2018-04-22,Dormant,B012
A04201,C04201,Current,87028.59,2020-05-30,Dormant,B007
A04202,C04202,Current,21152.45,2018-04-15,Dormant,B012
A04203,C04203,Current,67959.92,2020-02-26,Active,B004
A04204,C04204,Savings,65949.84,2022-05-02,Closed,B013
A04205,C04205,Current,69451.88,2022-10-13,Closed,B012
A04206,C04206,Current,37596.84,2022-05-08,Dormant,B014
A04207,C04207,Savings,37131.91,2025-06-12,Closed,B003
A04208,C04208,Current,99227.18,2018-04-11,Dormant,B016
A04209,C04209,Current,70273.41,2016-08-06,Closed,B011
A04210,C04210,Savings,53643.92,2024-02-04,Closed,B006
A04211,C04211,Current,87802.05,2017-12-23,Active,B017
A04212,C04212,Savings,97585.23,2018-04-14,Active,B016
A04213,C04213,Savings,20248.31,2020-01-06,Dormant,B007
A04214,C04214,Savings,81139.75,2025-02-14,Active,B012
A04215,C04215,Savings,81387.19,2019-02-09,Closed,B014
A04216,C04216,Savings,10812.65,2020-01-31,Closed,B005
A04217,C04217,Current,904.7,2023-01-25,Active,B012
A04218,C04218,Current,3195.92,2016-03-15,Closed,B016
A04219,C04219,Savings,49818.09,2023-04-29,Dormant,B012
A04220,C04220,Savings,2912.96,2024-03-13,Dormant,B001
A04221,C04221,Savings,77590.88,2020-11-06,Closed,B016
A04222,C04222,Current,92923.28,2022-09-10,Dormant,B014
A04223,C04223,Current,46996.55,2023-01-09,Dormant,B020
A04224,C04224,Savings,39175.48,2018-01-18,Closed,B006
A04225,C04225,Savings,46678.83,2019-10-07,Dormant,B008
A04226,C04226,Current,95260.19,2024-01-05,Active,B004
A04227,C04227,Current,50594.82,2016-12-18,Dormant,B018
A04228,C04228,Savings,97111.81,2022-09-26,Dormant,B001
A04229,C04229,Savings,53226.62,2019-01-23,Closed,B009
A04230,C04230,Savings,20524.12,2024-09-25,Active,B018
A04231,C04231,Current,3439.49,2025-05-21,Closed,B004
A04232,C04232,Savings,29813.17,2019-02-02,Dormant,B019
A04233,C04233,Savings,63275.01,2022-02-04,Dormant,B017
A04234,C04234,Current,10377.92,2025-01-24,Closed,B003
A04235,C04235,Current,14291.56,2023-04-29,Active,B013
A04236,C04236,Current,84029.79,2018-11-14,Dormant,B008
A04237,C04237,Current,52976.47,2024-06-12,Closed,B010
A04238,C04238,Savings,50795.9,2021-07-26,Closed,B019
A04239,C04239,Savings,87996.26,2019-03-06,Closed,B009
A04240,C04240,Current,1621.69,2021-08-25,Dormant,B012
A04241,C04241,Current,85425.18,2022-10-13,Closed,B002
A04242,C04242,Savings,87586.74,2016-12-04,Active,B002
A04243,C04243,Current,59005.35,2024-10-03,Dormant,B005
A04244,C04244,Savings,37263.79,2019-09-07,Closed,B006
A04245,C04245,Current,38054.56,2022-11-07,Closed,B019
A04246,C04246,Savings,42517.83,2023-04-08,Active,B007
A04247,C04247,Current,59879.89,2022-11-28,Active,B015
A04248,C04248,Current,10535.87,2019-10-25,Closed,B009
A04249,C04249,Current,99343.69,2018-12-22,Dormant,B009
A04250,C04250,Savings,22085.9,2021-06-24,Active,B011
A04251,C04251,Savings,53351.67,2018-04-19,Dormant,B016
A04252,C04252,Savings,61971.25,2022-09-08,Dormant,B004
A04253,C04253,Current,26112.46,2024-07-23,Closed,B009
A04254,C04254,Current,55322.55,2016-10-19,Active,B001
A04255,C04255,Current,89789.4,2019-11-09,Closed,B008
A04256,C04256,Savings,19643.55,2019-06-21,Dormant,B018
A04257,C04257,Current,54149.02,2022-08-13,Closed,B012
A04258,C04258,Current,91640.61,2023-01-14,Closed,B018
A04259,C04259,Savings,38995.53,2023-12-15,Active,B013
A04260,C04260,Savings,22046.86,2022-07-19,Closed,B008
A04261,C04261,Savings,42524.52,2019-01-01,Dormant,B012
A04262,C04262,Current,30115.63,2018-08-30,Dormant,B019
A04263,C04263,Current,63723.7,2020-03-16,Dormant,B018
A04264,C04264,Savings,64214.35,2021-11-14,Closed,B017
A04265,C04265,Current,72617.5,2025-01-29,Active,B004
A04266,C04266,Savings,44790.59,2022-12-28,Active,B020
A04267,C04267,Current,70750.85,2019-06-23,Active,B018
A04268,C04268,Current,11138.08,2019-09-11,Dormant,B009
A04269,C04269,Current,2800.89,2018-05-09,Active,B013
A04270,C04270,Current,78758.68,2018-03-23,Dormant,B015
A04271,C04271,Current,54280.98,2025-01-26,Closed,B010
A04272,C04272,Savings,23876.02,2017-10-12,Closed,B018
A04273,C04273,Current,20428.51,2017-04-12,Active,B020
A04274,C04274,Current,81945.61,2017-07-11,Active,B014
A04275,C04275,Current,67031.19,2025-01-18,Dormant,B006
A04276,C04276,Savings,27375.0,2022-02-06,Closed,B014
A04277,C04277,Current,96565.05,2017-01-13,Dormant,B008
A04278,C04278,Savings,20041.13,2023-04-05,Active,B009
A04279,C04279,Current,97615.21,2020-06-20,Active,B019
A04280,C04280,Current,22990.16,2021-01-09,Active,B015
A04281,C04281,Current,65103.36,2015-09-10,Closed,B011
A04282,C04282,Current,41145.99,2015-08-10,Active,B017
A04283,C04283,Savings,53023.76,2023-10-27,Active,B020
A04284,C04284,Current,52324.94,2022-04-13,Closed,B015
A04285,C04285,Current,25680.13,2025-04-24,Active,B020
A04286,C04286,Savings,33539.28,2018-09-30,Dormant,B011
A04287,C04287,Current,40925.1,2017-04-25,Dormant,B009
A04288,C04288,Savings,12126.0,2017-12-25,Closed,B014
A04289,C04289,Current,51344.3,2020-10-25,Dormant,B016
A04290,C04290,Current,34622.99,2017-05-28,Active,B004
A04291,C04291,Current,90344.4,2017-12-29,Closed,B020
A04292,C04292,Current,15394.05,2016-01-01,Dormant,B016
A04293,C04293,Current,40489.11,2016-10-01,Active,B002
A04294,C04294,Savings,57469.1,2017-08-06,Active,B009
A04295,C04295,Current,16620.71,2019-10-27,Closed,B011
A04296,C04296,Current,47481.81,2025-03-07,Dormant,B012
A04297,C04297,Savings,43628.75,2024-12-05,Active,B016
A04298,C04298,Savings,31786.16,2015-09-05,Dormant,B008
A04299,C04299,Savings,23152.63,2019-08-22,Active,B009
A04300,C04300,Current,71868.34,2022-08-16,Active,B018
A04301,C04301,Current,67256.5,2020-02-01,Closed,B020
A04302,C04302,Savings,98907.7,2016-04-28,Closed,B002
A04303,C04303,Savings,80446.74,2017-11-25,Closed,B004
A04304,C04304,Current,14213.75,2024-07-24,Dormant,B008
A04305,C04305,Current,42608.96,2023-09-08,Closed,B020
A04306,C04306,Current,19078.24,2023-08-18,Dormant,B002
A04307,C04307,Current,98304.17,2025-07-08,Active,B015
A04308,C04308,Savings,36360.03,2020-02-06,Dormant,B013
A04309,C04309,Current,27234.17,2020-04-24,Closed,B001
A04310,C04310,Savings,56176.25,2025-06-07,Dormant,B001
A04311,C04311,Savings,49315.95,2018-11-18,Active,B010
A04312,C04312,Current,83327.08,2022-07-17,Closed,B015
A04313,C04313,Savings,41336.65,2018-06-02,Dormant,B012
A04314,C04314,Savings,62876.21,2022-07-23,Active,B015
A04315,C04315,Current,3629.73,2018-07-20,Closed,B009
A04316,C04316,Savings,15290.27,2021-10-17,Dormant,B018
A04317,C04317,Current,86246.57,2020-04-23,Dormant,B013
A04318,C04318,Savings,58754.4,2023-11-11,Dormant,B003
A04319,C04319,Savings,28831.94,2015-09-14,Active,B018
A04320,C04320,Savings,1132.31,2015-08-24,Closed,B010
A04321,C04321,Savings,43254.11,2016-10-14,Dormant,B013
A04322,C04322,Current,31236.11,2024-01-04,Dormant,B006
A04323,C04323,Savings,4355.02,2017-04-28,Active,B016
A04324,C04324,Current,88566.0,2022-03-06,Dormant,B012
A04325,C04325,Current,13464.16,2016-08-04,Closed,B001
A04326,C04326,Current,72854.29,2019-03-14,Closed,B010
A04327,C04327,Savings,80537.25,2020-09-21,Active,B018
A04328,C04328,Current,18499.35,2024-01-02,Closed,B006
A04329,C04329,Savings,34317.54,2017-09-20,Closed,B003
A04330,C04330,Current,68808.58,2021-03-24,Active,B020
A04331,C04331,Savings,50157.95,2024-10-27,Active,B005
A04332,C04332,Savings,11346.21,2018-03-10,Dormant,B012
A04333,C04333,Current,82185.42,2019-11-21,Dormant,B004
A04334,C04334,Savings,5061.98,2016-09-13,Dormant,B019
A04335,C04335,Savings,62906.22,2016-11-22,Closed,B015
A04336,C04336,Current,75225.22,2017-11-14,Active,B005
A04337,C04337,Savings,81469.57,2019-08-02,Active,B016
A04338,C04338,Savings,67060.09,2015-12-28,Dormant,B008
A04339,C04339,Savings,64113.37,2017-09-22,Dormant,B007
A04340,C04340,Savings,95072.06,2022-07-19,Dormant,B008
A04341,C04341,Current,18026.3,2019-07-06,Dormant,B015
A04342,C04342,Current,90861.5,2019-05-31,Dormant,B019
A04343,C04343,Savings,31356.09,2021-01-29,Closed,B017
A04344,C04344,Current,76397.22,2022-11-17,Dormant,B019
A04345,C04345,Current,14444.77,2021-10-12,Dormant,B012
A04346,C04346,Current,6556.79,2024-03-27,Dormant,B012
A04347,C04347,Savings,28802.57,2022-05-29,Dormant,B012
A04348,C04348,Current,8413.43,2016-05-24,Dormant,B011
A04349,C04349,Savings,16117.75,2016-06-28,Dormant,B019
A04350,C04350,Current,19628.47,2015-09-22,Closed,B016
A04351,C04351,Current,34664.5,2023-08-25,Closed,B020
A04352,C04352,Current,92342.33,2020-06-19,Closed,B018
A04353,C04353,Savings,6403.77,2019-03-11,Closed,B019
A04354,C04354,Savings,67474.02,2017-03-06,Dormant,B015
A04355,C04355,Savings,96244.94,2023-07-14,Closed,B003
A04356,C04356,Savings,76388.68,2024-06-02,Active,B015
A04357,C04357,Savings,40236.94,2018-07-25,Dormant,B012
A04358,C04358,Savings,2536.82,2015-10-20,Closed,B003
A04359,C04359,Savings,62904.24,2017-12-03,Active,B009
A04360,C04360,Current,46069.47,2023-06-15,Dormant,B001
A04361,C04361,Current,64515.08,2018-07-07,Dormant,B014
A04362,C04362,Savings,23176.18,2017-10-04,Closed,B007
A04363,C04363,Savings,59517.76,2023-09-05,Dormant,B018
A04364,C04364,Current,68070.97,2020-05-28,Closed,B011
A04365,C04365,Current,94895.64,2015-12-24,Dormant,B014
A04366,C04366,Current,87876.41,2020-11-16,Active,B019
A04367,C04367,Current,99713.1,2022-04-04,Dormant,B002
A04368,C04368,Current,13383.13,2022-11-30,Closed,B004
A04369,C04369,Current,72077.49,2018-05-19,Closed,B017
A04370,C04370,Current,15458.81,2024-04-22,Closed,B007
A04371,C04371,Savings,66318.89,2018-01-14,Dormant,B006
A04372,C04372,Savings,56510.58,2019-11-12,Active,B004
A04373,C04373,Current,45342.89,2022-07-24,Closed,B013
A04374,C04374,Savings,2667.43,2018-04-19,Closed,B013
A04375,C04375,Current,56124.12,2022-04-24,Dormant,B016
A04376,C04376,Savings,61554.07,2018-09-07,Active,B004
A04377,C04377,Savings,7069.79,2017-02-27,Closed,B014
A04378,C04378,Current,13547.88,2019-09-17,Active,B006
A04379,C04379,Savings,42655.27,2017-09-05,Closed,B008
A04380,C04380,Current,96060.45,2020-09-28,Dormant,B003
A04381,C04381,Savings,96767.38,2016-08-27,Active,B017
A04382,C04382,Current,51813.95,2020-01-03,Active,B002
A04383,C04383,Savings,34567.54,2021-05-04,Dormant,B012
A04384,C04384,Current,56593.49,2020-08-09,Closed,B017
A04385,C04385,Savings,36485.24,2019-11-25,Closed,B013
A04386,C04386,Current,23245.18,2017-04-05,Closed,B019
A04387,C04387,Current,89277.67,2017-03-21,Dormant,B007
A04388,C04388,Savings,65240.3,2017-12-16,Active,B006
A04389,C04389,Current,20855.25,2017-09-16,Dormant,B004
A04390,C04390,Current,6059.45,2018-10-20,Dormant,B012
A04391,C04391,Savings,51654.19,2016-04-11,Active,B006
A04392,C04392,Current,85405.23,2016-12-12,Active,B001
A04393,C04393,Savings,94028.97,2017-02-22,Active,B004
A04394,C04394,Current,61229.94,2021-06-11,Dormant,B012
A04395,C04395,Savings,32606.47,2020-06-17,Dormant,B017
A04396,C04396,Current,85759.83,2019-01-05,Closed,B007
A04397,C04397,Savings,74371.46,2016-12-25,Active,B011
A04398,C04398,Savings,16026.66,2015-11-15,Active,B013
A04399,C04399,Savings,63898.91,2018-10-23,Active,B018
A04400,C04400,Savings,39648.25,2020-07-13,Closed,B012
A04401,C04401,Savings,9918.78,2020-01-23,Closed,B007
A04402,C04402,Savings,32273.93,2017-07-18,Dormant,B002
A04403,C04403,Current,97480.39,2024-11-30,Closed,B019
A04404,C04404,Savings,76837.87,2018-10-28,Closed,B011
A04405,C04405,Current,5659.01,2019-02-11,Active,B018
A04406,C04406,Current,85645.52,2015-11-19,Dormant,B007
A04407,C04407,Savings,62360.75,2019-06-10,Closed,B015
A04408,C04408,Savings,64026.86,2021-12-07,Active,B014
A04409,C04409,Current,67038.74,2018-05-22,Active,B003
A04410,C04410,Current,40764.09,2024-09-11,Dormant,B004
A04411,C04411,Savings,13435.19,2018-07-28,Dormant,B020
A04412,C04412,Current,15715.8,2021-01-13,Dormant,B010
A04413,C04413,Savings,25905.77,2023-07-19,Dormant,B017
A04414,C04414,Savings,48385.71,2016-06-16,Closed,B010
A04415,C04415,Savings,44372.45,2018-08-10,Closed,B018
A04416,C04416,Current,49715.88,2015-11-23,Dormant,B002
A04417,C04417,Savings,70186.7,2016-06-12,Closed,B010
A04418,C04418,Savings,62221.5,2023-09-11,Closed,B018
A04419,C04419,Current,83662.37,2023-05-26,Active,B017
A04420,C04420,Current,56788.38,2016-09-03,Active,B012
A04421,C04421,Current,36513.89,2020-11-02,Dormant,B007
A04422,C04422,Savings,86703.39,2020-07-18,Closed,B008
A04423,C04423,Savings,98189.14,2018-07-23,Dormant,B007
A04424,C04424,Current,97322.85,2017-06-01,Closed,B020
A04425,C04425,Savings,52967.13,2017-07-04,Dormant,B007
A04426,C04426,Savings,74365.46,2017-04-14,Active,B001
A04427,C04427,Savings,42231.25,2015-11-19,Dormant,B006
A04428,C04428,Savings,31910.11,2019-08-14,Closed,B013
A04429,C04429,Current,17011.72,2016-05-02,Dormant,B020
A04430,C04430,Current,85300.14,2021-10-10,Closed,B009
A04431,C04431,Current,95795.3,2019-10-30,Dormant,B010
A04432,C04432,Current,73590.16,2021-09-04,Active,B009
A04433,C04433,Savings,7532.36,2019-08-22,Closed,B014
A04434,C04434,Current,57626.13,2020-03-29,Active,B007
A04435,C04435,Savings,79401.4,2017-06-24,Active,B001
A04436,C04436,Current,81819.61,2022-04-16,Dormant,B002
A04437,C04437,Current,88045.95,2017-08-28,Closed,B008
A04438,C04438,Current,75069.29,2023-04-30,Dormant,B004
A04439,C04439,Current,36397.14,2016-02-20,Active,B006
A04440,C04440,Savings,11699.67,2020-03-14,Active,B009
A04441,C04441,Savings,78696.63,2016-07-30,Active,B013
A04442,C04442,Current,53070.22,2021-11-01,Dormant,B010
A04443,C04443,Current,88836.59,2016-10-01,Closed,B004
A04444,C04444,Current,6111.91,2016-11-29,Active,B018
A04445,C04445,Current,12502.15,2020-09-22,Active,B017
A04446,C04446,Current,23116.83,2023-04-04,Closed,B004
A04447,C04447,Savings,87521.42,2024-06-16,Dormant,B013
A04448,C04448,Savings,10007.6,2019-11-15,Closed,B003
A04449,C04449,Savings,33425.12,2024-03-19,Active,B012
A04450,C04450,Current,83551.15,2017-03-25,Dormant,B015
A04451,C04451,Savings,17475.15,2020-02-12,Closed,B017
A04452,C04452,Current,63552.85,2016-02-06,Closed,B011
A04453,C04453,Savings,71037.29,2017-08-12,Dormant,B005
A04454,C04454,Current,67714.55,2017-01-11,Dormant,B012
A04455,C04455,Savings,18309.1,2024-04-01,Closed,B002
A04456,C04456,Current,32067.3,2020-03-11,Active,B010
A04457,C04457,Savings,74812.62,2021-11-27,Dormant,B006
A04458,C04458,Savings,66999.2,2018-09-23,Active,B015
A04459,C04459,Current,13832.77,2018-07-11,Closed,B008
A04460,C04460,Savings,44725.06,2020-09-08,Dormant,B018
A04461,C04461,Savings,73423.84,2015-11-07,Dormant,B011
A04462,C04462,Current,25484.04,2019-07-28,Closed,B003
A04463,C04463,Current,81016.63,2021-08-24,Active,B001
A04464,C04464,Current,66146.07,2022-02-26,Dormant,B011
A04465,C04465,Current,17993.17,2018-10-15,Dormant,B004
A04466,C04466,Savings,55509.95,2017-11-19,Active,B013
A04467,C04467,Savings,76808.13,2018-05-10,Dormant,B013
A04468,C04468,Savings,84457.74,2017-02-27,Dormant,B002
A04469,C04469,Savings,66743.5,2015-08-10,Dormant,B001
A04470,C04470,Current,1051.16,2024-01-31,Dormant,B013
A04471,C04471,Savings,32389.13,2024-02-23,Active,B013
A04472,C04472,Savings,35282.68,2017-07-14,Closed,B016
A04473,C04473,Savings,79135.6,2020-11-25,Active,B015
A04474,C04474,Savings,65476.52,2024-08-22,Dormant,B018
A04475,C04475,Current,13492.72,2018-07-06,Active,B010
A04476,C04476,Current,35835.26,2018-02-15,Active,B013
A04477,C04477,Current,28143.39,2023-05-24,Closed,B001
A04478,C04478,Current,41717.96,2017-08-16,Active,B002
A04479,C04479,Current,80698.99,2021-02-01,Closed,B018
A04480,C04480,Current,68786.54,2021-10-01,Active,B012
A04481,C04481,Savings,72132.09,2020-02-22,Active,B014
A04482,C04482,Current,23841.76,2023-06-23,Active,B015
A04483,C04483,Savings,600.38,2019-05-15,Active,B011
A04484,C04484,Current,65577.64,2016-03-05,Dormant,B005
A04485,C04485,Current,38159.77,2024-02-07,Dormant,B008
A04486,C04486,Current,37329.13,2022-01-12,Closed,B019
A04487,C04487,Current,36593.97,2024-07-18,Dormant,B020
A04488,C04488,Savings,72649.19,2019-11-18,Closed,B014
A04489,C04489,Current,48229.57,2019-05-21,Dormant,B007
A04490,C04490,Savings,76569.17,2021-12-30,Dormant,B004
A04491,C04491,Savings,43605.45,2022-03-03,Dormant,B010
A04492,C04492,Savings,79331.17,2020-11-26,Closed,B007
A04493,C04493,Savings,24509.64,2016-07-29,Active,B006
A04494,C04494,Current,89174.44,2015-08-11,Dormant,B014
A04495,C04495,Savings,12169.27,2018-10-28,Closed,B007
A04496,C04496,Current,63828.55,2024-08-06,Dormant,B006
A04497,C04497,Savings,83850.67,2015-11-25,Dormant,B019
A04498,C04498,Savings,85051.55,2019-10-03,Dormant,B019
A04499,C04499,Savings,83717.87,2017-07-12,Active,B011
A04500,C04500,Current,20782.08,2024-02-15,Dormant,B005
A04501,C04501,Savings,54545.65,2021-06-05,Active,B020
A04502,C04502,Current,71079.49,2021-06-16,Active,B002
A04503,C04503,Current,15318.82,2019-05-10,Active,B003
A04504,C04504,Savings,93488.09,2019-02-19,Closed,B011
A04505,C04505,Current,11587.51,2016-10-06,Active,B007
A04506,C04506,Current,11599.54,2021-02-07,Active,B010
A04507,C04507,Current,40108.88,2025-02-19,Dormant,B011
A04508,C04508,Savings,22415.25,2016-02-11,Dormant,B011
A04509,C04509,Savings,33500.23,2016-08-03,Active,B010
A04510,C04510,Current,12282.14,2017-10-08,Dormant,B005
A04511,C04511,Current,44584.98,2017-12-04,Dormant,B018
A04512,C04512,Savings,10838.96,2015-10-12,Closed,B018
A04513,C04513,Current,41534.65,2017-04-11,Active,B009
A04514,C04514,Current,67473.42,2015-09-26,Closed,B005
A04515,C04515,Current,27478.94,2016-11-11,Dormant,B005
A04516,C04516,Savings,86368.25,2016-10-05,Active,B016
A04517,C04517,Savings,2330.69,2023-10-12,Closed,B012
A04518,C04518,Current,54335.04,2023-02-18,Dormant,B006
A04519,C04519,Current,45505.7,2016-04-20,Closed,B019
A04520,C04520,Savings,25968.54,2019-10-23,Active,B012
A04521,C04521,Current,35147.45,2016-12-18,Dormant,B020
A04522,C04522,Current,54020.19,2017-12-25,Dormant,B005
A04523,C04523,Savings,44975.66,2017-12-24,Dormant,B011
A04524,C04524,Savings,93911.85,2016-09-21,Active,B012
A04525,C04525,Savings,87334.53,2024-04-15,Active,B020
A04526,C04526,Current,6947.86,2019-12-03,Dormant,B012
A04527,C04527,Current,49068.63,2022-11-09,Dormant,B009
A04528,C04528,Current,2087.56,2017-03-14,Active,B011
A04529,C04529,Savings,38772.11,2016-12-24,Active,B008
A04530,C04530,Savings,7030.82,2016-03-09,Dormant,B015
A04531,C04531,Current,44884.74,2024-07-06,Closed,B009
