CardID,CustomerID,CardType,CreditLimit,IssueDate,ExpiryDate,Status,OutstandingBalance
CC04811,C04811,Silver,50000,2022-02-21,2027-01-21,Active,39922.59
CC04813,C04813,Platinum,100000,2023-06-09,2030-03-14,Blocked,20597.18
CC04814,C04814,Platinum,150000,2024-03-08,2030-03-16,Blocked,11207.53
CC04818,C04818,Silver,150000,2024-06-03,2027-10-06,Blocked,46287.65
CC04823,C04823,Gold,100000,2022-05-09,2026-09-28,Active,26508.07
CC04824,C04824,Platinum,50000,2022-05-28,2026-02-18,Active,23915.33
CC04826,C04826,Platinum,50000,2022-07-02,2027-06-02,Blocked,38377.55
CC04827,C04827,Gold,50000,2022-09-14,2027-04-19,Blocked,37334.68
CC04828,C04828,Platinum,50000,2023-01-16,2030-07-05,Blocked,47794.29
CC04830,C04830,Platinum,50000,2023-08-21,2028-10-10,Blocked,34600.34
CC04831,C04831,Silver,150000,2023-08-19,2027-09-28,Active,47374.17
CC04835,C04835,Silver,150000,2024-03-16,2030-04-07,Blocked,35499.1
CC04836,C04836,Silver,100000,2024-07-01,2029-04-30,Active,32039.46
CC04838,C04838,Platinum,150000,2023-10-14,2030-06-07,Active,36276.31
CC04839,C04839,Gold,100000,2022-02-27,2027-03-05,Active,13478.75
CC04840,C04840,Platinum,150000,2022-12-16,2028-08-31,Active,17132.76
CC04843,C04843,Silver,50000,2021-06-23,2026-08-05,Blocked,10955.56
CC04844,C04844,Gold,100000,2022-03-22,2027-08-30,Active,2830.13
CC04846,C04846,Silver,150000,2024-02-16,2028-06-14,Active,48893.61
CC04847,C04847,Gold,50000,2021-03-26,2027-07-19,Blocked,34660.35
CC04848,C04848,Silver,100000,2022-05-06,2027-12-11,Active,35901.76
CC04850,C04850,Platinum,50000,2021-08-01,2029-06-29,Active,17628.47
CC04853,C04853,Gold,100000,2024-06-15,2025-10-28,Active,22303.76
CC04856,C04856,Platinum,100000,2023-01-06,2030-03-01,Blocked,7140.13
CC04857,C04857,Silver,50000,2021-10-26,2026-03-12,Blocked,44200.81
CC04859,C04859,Gold,100000,2024-01-19,2027-04-13,Active,9109.42
CC04860,C04860,Platinum,150000,2020-09-11,2028-05-28,Blocked,29361.99
CC04866,C04866,Gold,50000,2021-05-15,2028-01-12,Blocked,8130.25
CC04867,C04867,Silver,100000,2024-05-24,2027-03-03,Active,31062.02
CC04868,C04868,Platinum,50000,2020-07-27,2027-03-10,Blocked,8501.0
CC04869,C04869,Silver,150000,2023-05-15,2029-02-16,Blocked,45343.25
CC04870,C04870,Gold,150000,2023-09-22,2028-02-06,Blocked,9814.73
CC04871,C04871,Gold,50000,2022-01-09,2030-06-14,Active,37869.83
CC04875,C04875,Silver,100000,2023-09-13,2029-09-14,Active,17251.11
CC04877,C04877,Gold,100000,2021-05-13,2030-01-02,Blocked,12037.76
CC04880,C04880,Silver,100000,2021-06-15,2028-01-10,Blocked,32361.12
CC04881,C04881,Platinum,100000,2024-01-28,2029-08-28,Blocked,263.12
CC04884,C04884,Platinum,50000,2021-02-19,2030-04-02,Blocked,49706.04
CC04887,C04887,Platinum,150000,2021-08-19,2029-07-09,Active,27934.6
CC04891,C04891,Gold,50000,2020-11-04,2026-11-18,Active,45757.52
CC04892,C04892,Platinum,100000,2023-05-12,2026-08-16,Active,48586.33
CC04893,C04893,Gold,50000,2020-12-19,2029-01-23,Active,34339.75
CC04894,C04894,Gold,100000,2022-04-02,2028-07-13,Blocked,16001.11
CC04895,C04895,Silver,50000,2024-01-17,2030-04-05,Active,13955.64
CC04898,C04898,Gold,50000,2021-12-23,2026-03-24,Active,11284.92
CC04899,C04899,Silver,50000,2021-03-10,2028-10-13,Blocked,3549.1
CC04902,C04902,Platinum,100000,2023-10-14,2030-02-15,Blocked,2617.64
CC04903,C04903,Platinum,50000,2020-09-20,2029-07-26,Active,37982.48
CC04905,C04905,Platinum,100000,2022-02-19,2029-01-27,Active,14549.51
CC04906,C04906,Silver,150000,2024-02-05,2028-05-18,Active,19589.72
CC04907,C04907,Platinum,50000,2021-11-06,2027-07-14,Blocked,10744.06
CC04909,C04909,Silver,150000,2023-01-09,2029-08-14,Blocked,5343.73
CC04910,C04910,Platinum,100000,2020-12-02,2026-03-20,Active,12175.13
CC04914,C04914,Silver,50000,2023-12-22,2027-04-19,Active,38788.84
CC04915,C04915,Gold,100000,2021-09-15,2028-05-14,Active,22991.07
CC04916,C04916,Gold,100000,2023-10-09,2030-07-20,Active,24765.12
CC04919,C04919,Gold,150000,2022-04-22,2029-09-04,Active,45669.02
CC04920,C04920,Gold,50000,2021-07-25,2029-01-15,Active,15754.91
CC04924,C04924,Platinum,50000,2023-07-01,2028-11-09,Blocked,236.19
CC04925,C04925,Platinum,150000,2023-02-15,2028-04-01,Blocked,5640.22
CC04928,C04928,Gold,50000,2023-03-04,2029-06-16,Active,39997.74
CC04929,C04929,Gold,50000,2023-09-01,2026-09-28,Active,31059.11
CC04930,C04930,Silver,150000,2024-06-10,2027-04-11,Active,5850.28
CC04931,C04931,Platinum,50000,2021-03-22,2030-03-22,Blocked,23141.57
CC04932,C04932,Silver,150000,2022-02-02,2027-01-19,Active,33585.11
CC04934,C04934,Platinum,150000,2020-12-05,2025-09-06,Active,31440.38
CC04935,C04935,Gold,50000,2024-03-31,2026-01-30,Blocked,1775.68
CC04938,C04938,Gold,150000,2024-04-06,2029-09-06,Active,27634.0
CC04940,C04940,Platinum,50000,2022-10-28,2026-06-20,Blocked,15840.73
CC04943,C04943,Gold,100000,2024-03-05,2026-11-12,Active,37722.69
CC04944,C04944,Silver,50000,2022-11-17,2030-05-04,Blocked,7581.83
CC04945,C04945,Platinum,100000,2022-09-02,2025-11-13,Blocked,24815.05
CC04946,C04946,Silver,100000,2020-11-08,2025-12-15,Blocked,6141.28
CC04949,C04949,Silver,50000,2023-02-28,2025-10-29,Blocked,6553.4
CC04951,C04951,Platinum,50000,2022-03-31,2029-02-21,Active,30862.28
CC04952,C04952,Silver,150000,2021-07-25,2026-09-21,Blocked,17689.16
CC04953,C04953,Silver,50000,2023-07-02,2025-10-12,Blocked,23267.2
CC04955,C04955,Silver,50000,2022-12-03,2027-09-10,Blocked,45898.03
CC04956,C04956,Gold,150000,2021-08-04,2026-01-02,Active,40590.84
CC04959,C04959,Silver,150000,2021-09-02,2025-08-18,Active,4415.58
CC04961,C04961,Gold,50000,2023-07-08,2027-08-26,Blocked,34680.6
CC04962,C04962,Silver,50000,2022-04-03,2030-02-10,Blocked,34375.3
CC04963,C04963,Silver,100000,2020-08-25,2028-10-20,Active,16520.99
CC04964,C04964,Platinum,50000,2022-09-30,2029-07-30,Blocked,47324.32
CC04965,C04965,Platinum,100000,2023-02-09,2028-10-07,Active,4902.16
CC04968,C04968,Platinum,100000,2023-05-18,2030-05-31,Active,48275.61
CC04969,C04969,Platinum,150000,2020-12-12,2028-08-27,Active,32234.67
CC04970,C04970,Platinum,150000,2020-12-19,2027-01-09,Blocked,38023.47
CC04973,C04973,Platinum,150000,2023-12-11,2028-01-31,Active,16403.16
CC04975,C04975,Silver,150000,2021-08-03,2028-03-16,Active,3447.91
CC04984,C04984,Silver,50000,2023-03-02,2028-09-17,Blocked,40776.98
CC04985,C04985,Platinum,100000,2021-03-16,2030-05-10,Blocked,41339.72
CC04986,C04986,Gold,100000,2023-03-13,2025-10-26,Blocked,31516.53
CC04987,C04987,Gold,150000,2022-11-20,2027-11-29,Blocked,37933.55
CC04988,C04988,Silver,150000,2022-08-07,2029-08-11,Active,43734.58
CC04992,C04992,Gold,100000,2022-07-26,2026-05-04,Active,26929.49
CC04994,C04994,Gold,150000,2023-03-22,2028-08-03,Active,1983.2
CC04995,C04995,Platinum,150000,2020-12-24,2030-06-01,Active,3819.51
CC04996,C04996,Silver,100000,2021-06-05,2029-05-21,Blocked,1138.65
CC04998,C04998,Gold,100000,2022-11-27,2030-06-15,Active,7427.05
CC05001,C05001,Platinum,150000,2023-11-02,2028-12-06,Blocked,25215.7
CC05006,C05006,Gold,150000,2022-10-18,2026-03-10,Blocked,13378.51
CC05008,C05008,Silver,100000,2024-05-21,2029-10-28,Blocked,2222.07
CC05010,C05010,Platinum,150000,2023-10-25,2029-12-06,Active,13292.41
CC05013,C05013,Platinum,50000,2024-07-07,2027-04-01,Blocked,47354.48
CC05015,C05015,Gold,100000,2023-01-31,2028-09-16,Active,47410.52
CC05016,C05016,Gold,100000,2023-03-18,2030-03-05,Blocked,30914.66
CC05020,C05020,Platinum,50000,2023-10-03,2025-09-18,Active,4809.83
CC05022,C05022,Platinum,50000,2021-05-28,2026-04-07,Blocked,14146.82
CC05025,C05025,Platinum,100000,2022-10-04,2028-07-03,Blocked,26696.33
CC05027,C05027,Silver,50000,2024-03-21,2025-11-17,Blocked,14471.39
CC05029,C05029,Gold,100000,2021-09-15,2029-07-21,Blocked,46446.48
CC05030,C05030,Gold,100000,2021-09-17,2029-10-31,Blocked,9953.02
CC05031,C05031,Gold,50000,2022-04-06,2027-01-04,Active,7826.29
CC05034,C05034,Gold,150000,2024-02-06,2028-03-15,Blocked,15074.09
CC05036,C05036,Gold,50000,2021-06-18,2030-04-21,Blocked,38889.55
CC05037,C05037,Gold,100000,2023-06-30,2027-08-29,Blocked,48618.38
CC05041,C05041,Gold,150000,2024-04-21,2029-09-16,Blocked,46739.58
CC05044,C05044,Gold,150000,2022-10-06,2029-09-30,Blocked,17653.74
CC05046,C05046,Gold,150000,2022-05-15,2029-11-05,Active,40667.47
CC05047,C05047,Platinum,100000,2022-05-05,2027-07-21,Active,28194.3
CC05049,C05049,Gold,50000,2021-01-05,2029-03-08,Blocked,46708.76
CC05050,C05050,Gold,150000,2022-02-07,2030-05-20,Blocked,42991.8
CC05051,C05051,Gold,100000,2021-09-01,2029-12-18,Blocked,30097.19
CC05053,C05053,Platinum,50000,2024-06-27,2029-11-18,Blocked,23303.96
CC05055,C05055,Platinum,50000,2022-10-21,2027-08-11,Active,16122.54
CC05057,C05057,Platinum,100000,2021-12-16,2028-10-20,Blocked,30564.52
CC05058,C05058,Platinum,150000,2022-05-11,2029-06-15,Active,48897.14
CC05060,C05060,Silver,50000,2021-07-03,2026-10-20,Blocked,44045.53
CC05063,C05063,Platinum,150000,2024-01-28,2028-04-24,Active,20972.62
CC05064,C05064,Platinum,100000,2022-06-12,2030-04-05,Blocked,44793.5
CC05065,C05065,Gold,150000,2023-11-07,2028-03-08,Active,48413.59
CC05067,C05067,Platinum,150000,2023-09-26,2030-03-02,Active,6961.4
CC05071,C05071,Gold,50000,2020-11-07,2029-11-30,Blocked,47651.94
CC05074,C05074,Gold,100000,2020-11-03,2028-03-28,Blocked,4118.58
CC05075,C05075,Gold,100000,2020-12-08,2029-06-04,Active,41270.14
CC05079,C05079,Platinum,150000,2022-09-07,2028-12-24,Active,40021.32
CC05080,C05080,Silver,100000,2023-05-18,2025-12-20,Blocked,12102.65
CC05081,C05081,Silver,150000,2024-02-17,2026-01-31,Active,42852.22
CC05082,C05082,Silver,100000,2024-01-11,2030-01-23,Blocked,13870.46
CC05085,C05085,Gold,50000,2021-08-21,2029-03-16,Blocked,39939.41
CC05087,C05087,Platinum,150000,2021-06-25,2025-07-30,Blocked,2972.55
CC05088,C05088,Gold,150000,2024-03-04,2028-07-18,Active,9505.34
CC05092,C05092,Gold,100000,2022-12-11,2028-09-29,Active,39901.47
CC05093,C05093,Gold,150000,2024-02-11,2027-05-18,Blocked,16839.52
CC05094,C05094,Gold,50000,2021-01-15,2026-06-23,Blocked,28647.08
CC05097,C05097,Platinum,50000,2022-02-06,2029-04-11,Active,7240.57
CC05098,C05098,Gold,50000,2024-02-12,2027-03-12,Active,5647.79
CC05100,C05100,Platinum,50000,2023-04-03,2029-05-09,Active,18603.1
CC05102,C05102,Gold,150000,2022-12-29,2027-09-23,Blocked,41044.66
CC05104,C05104,Silver,100000,2022-12-26,2029-10-20,Blocked,32144.86
CC05105,C05105,Platinum,50000,2021-09-19,2027-11-21,Blocked,1020.62
CC05106,C05106,Platinum,50000,2024-02-07,2026-02-01,Active,17798.36
CC05107,C05107,Platinum,100000,2021-05-01,2028-05-11,Active,47822.61
CC05108,C05108,Silver,50000,2022-07-31,2028-08-17,Blocked,37938.04
CC05109,C05109,Silver,100000,2021-08-06,2030-03-06,Active,33145.13
CC05111,C05111,Platinum,150000,2022-05-19,2028-06-20,Active,21738.49
CC05112,C05112,Platinum,150000,2023-08-07,2027-03-13,Active,30446.42
CC05113,C05113,Silver,150000,2022-10-21,2025-09-09,Blocked,39963.28
CC05114,C05114,Silver,50000,2021-11-21,2027-05-07,Blocked,43640.97
CC05116,C05116,Silver,150000,2022-01-03,2026-02-15,Active,669.79
CC05117,C05117,Gold,50000,2022-06-19,2030-03-30,Active,45674.23
CC05118,C05118,Platinum,100000,2023-08-17,2028-04-02,Blocked,23093.55
CC05120,C05120,Platinum,50000,2021-10-02,2028-06-11,Blocked,30970.32
CC05124,C05124,Platinum,50000,2023-04-06,2026-03-12,Blocked,21723.18
CC05125,C05125,Platinum,150000,2021-10-15,2026-06-06,Active,39872.78
CC05130,C05130,Platinum,150000,2023-02-28,2028-11-04,Active,43122.39
CC05131,C05131,Silver,150000,2022-03-16,2026-05-16,Active,24860.43
CC05132,C05132,Gold,50000,2021-05-09,2025-10-12,Active,62.93
CC05133,C05133,Platinum,150000,2020-10-18,2026-08-22,Active,39904.55
CC05134,C05134,Gold,100000,2021-12-29,2028-12-26,Blocked,9331.35
CC05135,C05135,Gold,50000,2023-04-04,2028-08-06,Active,37928.6
CC05136,C05136,Gold,100000,2021-05-11,2025-11-01,Active,24374.27
CC05137,C05137,Silver,100000,2020-09-19,2028-01-16,Active,25551.84
CC05138,C05138,Platinum,50000,2023-01-03,2030-04-18,Blocked,20524.08
CC05139,C05139,Gold,50000,2021-04-10,2027-07-30,Blocked,5504.45
CC05140,C05140,Gold,150000,2021-07-27,2029-05-22,Active,10920.46
CC05141,C05141,Gold,50000,2020-12-03,2027-06-10,Active,44303.71
CC05144,C05144,Platinum,50000,2021-11-14,2027-01-02,Active,33983.84
CC05145,C05145,Gold,100000,2023-12-20,2030-03-14,Blocked,24481.15
CC05150,C05150,Silver,50000,2021-10-18,2027-11-22,Blocked,11714.03
CC05151,C05151,Gold,150000,2022-01-13,2027-08-27,Blocked,43127.72
CC05153,C05153,Silver,50000,2022-11-24,2026-08-15,Blocked,40551.41
CC05155,C05155,Platinum,50000,2023-05-16,2028-05-14,Blocked,382.44
CC05156,C05156,Platinum,100000,2021-10-09,2029-02-09,Blocked,3637.34
CC05160,C05160,Gold,50000,2023-11-22,2029-09-08,Active,35108.11
CC05162,C05162,Silver,150000,2022-01-14,2028-11-29,Active,30428.28
CC05163,C05163,Silver,50000,2022-03-21,2029-08-29,Blocked,23491.9
CC05164,C05164,Silver,150000,2021-02-08,2026-05-10,Active,41865.52
CC05165,C05165,Gold,100000,2022-11-03,2028-07-10,Blocked,20218.96
CC05170,C05170,Gold,50000,2022-01-26,2028-09-04,Blocked,24463.13
CC05172,C05172,Silver,100000,2020-10-20,2027-04-20,Blocked,5418.08
CC05174,C05174,Platinum,50000,2022-10-07,2027-07-18,Blocked,44618.73
CC05175,C05175,Silver,150000,2021-04-11,2026-11-24,Active,14649.68
CC05177,C05177,Silver,50000,2023-03-13,2026-09-22,Active,39175.92
CC05180,C05180,Silver,100000,2022-05-14,2029-03-21,Blocked,15843.18
CC05182,C05182,Platinum,100000,2022-11-10,2026-07-09,Active,40113.45
CC05183,C05183,Silver,100000,2022-06-20,2027-07-08,Active,9881.61
CC05184,C05184,Platinum,150000,2021-02-21,2026-07-31,Blocked,7155.1
CC05185,C05185,Silver,100000,2023-08-22,2026-12-06,Blocked,21590.07
CC05186,C05186,Gold,50000,2024-07-08,2027-10-29,Active,28749.38
CC05187,C05187,Gold,100000,2022-04-13,2026-07-09,Blocked,4959.39
CC05189,C05189,Gold,150000,2021-09-12,2030-07-23,Active,20269.26
CC05190,C05190,Platinum,50000,2022-11-20,2029-01-14,Active,29952.78
CC05191,C05191,Gold,150000,2021-08-29,2029-01-11,Active,33957.76
CC05192,C05192,Gold,50000,2023-06-15,2026-10-29,Blocked,35991.34
CC05194,C05194,Silver,100000,2024-07-10,2025-09-23,Active,17357.22
CC05195,C05195,Silver,100000,2022-03-02,2028-05-18,Blocked,46487.33
CC05196,C05196,Gold,150000,2024-01-25,2029-11-27,Blocked,25363.67
CC05200,C05200,Platinum,100000,2020-12-02,2029-03-29,Blocked,1312.42
CC05201,C05201,Gold,150000,2023-02-26,2028-05-02,Blocked,42709.65
CC05204,C05204,Silver,100000,2023-11-13,2029-08-15,Blocked,11444.07
CC05205,C05205,Silver,100000,2024-02-20,2028-04-18,Blocked,26026.35
CC05207,C05207,Platinum,50000,2023-09-13,2028-02-22,Active,23940.54
CC05210,C05210,Platinum,100000,2021-06-17,2027-04-28,Blocked,8113.97
CC05212,C05212,Platinum,150000,2023-11-12,2027-08-15,Blocked,6212.7
CC05213,C05213,Gold,100000,2021-08-17,2026-08-13,Blocked,34309.49
CC05215,C05215,Silver,50000,2022-07-16,2028-01-04,Blocked,35091.81
CC05216,C05216,Silver,150000,2023-12-04,2030-06-27,Active,41466.5
CC05217,C05217,Silver,50000,2022-09-21,2028-12-04,Blocked,6074.9
CC05218,C05218,Gold,50000,2023-06-19,2026-09-05,Active,47280.66
CC05219,C05219,Platinum,50000,2021-11-21,2030-05-01,Blocked,35567.65
CC05220,C05220,Silver,150000,2022-05-08,2030-02-26,Blocked,11508.6
CC05221,C05221,Gold,100000,2022-12-12,2027-01-10,Active,5900.91
CC05224,C05224,Platinum,50000,2024-06-10,2029-03-08,Blocked,38400.96
CC05225,C05225,Gold,100000,2021-05-01,2025-12-14,Active,48296.65
CC05226,C05226,Silver,100000,2020-09-23,2029-06-09,Active,45942.9
CC05228,C05228,Gold,150000,2022-11-29,2029-01-25,Blocked,32828.22
CC05229,C05229,Platinum,150000,2023-05-16,2029-09-07,Blocked,3315.0
CC05230,C05230,Gold,100000,2023-11-18,2026-09-14,Blocked,27407.66
CC05236,C05236,Silver,100000,2021-01-01,2030-06-12,Blocked,33287.53
CC05237,C05237,Gold,100000,2020-11-05,2028-02-09,Blocked,14570.87
CC05238,C05238,Silver,100000,2023-01-30,2029-05-03,Blocked,15808.72
CC05239,C05239,Platinum,50000,2021-09-06,2030-03-19,Blocked,44588.06
CC05240,C05240,Platinum,50000,2021-01-14,2026-04-10,Active,17153.42
CC05241,C05241,Platinum,50000,2023-12-14,2028-07-26,Blocked,41488.69
CC05244,C05244,Gold,100000,2020-12-18,2029-08-08,Active,27639.76
CC05246,C05246,Platinum,50000,2024-01-13,2025-11-25,Blocked,16291.14
CC05249,C05249,Silver,150000,2024-04-25,2030-02-11,Blocked,45931.9
CC05250,C05250,Platinum,100000,2021-03-22,2028-02-16,Blocked,25243.1
CC05253,C05253,Silver,50000,2021-01-31,2028-01-28,Blocked,8828.92
CC05254,C05254,Gold,100000,2023-10-31,2026-01-28,Active,26525.57
CC05256,C05256,Gold,100000,2020-07-25,2029-05-05,Active,17461.65
CC05258,C05258,Platinum,50000,2021-05-12,2028-09-02,Blocked,26708.28
CC05260,C05260,Gold,50000,2023-02-14,2030-01-27,Active,31353.75
CC05261,C05261,Silver,100000,2023-03-01,2028-02-11,Blocked,12934.37
CC05262,C05262,Platinum,150000,2022-04-15,2028-08-09,Blocked,23383.21
CC05264,C05264,Silver,100000,2020-11-20,2027-09-07,Active,23610.25
CC05265,C05265,Gold,50000,2021-03-03,2030-03-28,Active,48829.09
CC05266,C05266,Gold,50000,2023-09-05,2027-06-29,Active,21736.59
CC05271,C05271,Platinum,150000,2022-10-08,2026-01-18,Active,8439.04
CC05273,C05273,Platinum,50000,2023-11-10,2026-10-12,Active,15951.74
CC05275,C05275,Platinum,150000,2024-07-21,2026-06-26,Blocked,11778.9
CC05279,C05279,Gold,100000,2023-01-07,2030-04-29,Blocked,29160.63
CC05280,C05280,Silver,150000,2023-09-15,2026-11-24,Active,15840.34
CC05281,C05281,Gold,50000,2022-12-18,2025-10-14,Blocked,37634.47
CC05282,C05282,Silver,100000,2022-11-17,2030-07-21,Blocked,32302.82
CC05284,C05284,Silver,50000,2024-01-24,2026-06-19,Blocked,9233.92
CC05286,C05286,Silver,100000,2024-04-25,2030-05-29,Blocked,18714.03
CC05289,C05289,Platinum,100000,2021-08-17,2029-03-11,Active,22389.62
CC05290,C05290,Silver,100000,2023-01-03,2026-09-22,Active,25389.46
CC05292,C05292,Silver,100000,2022-07-04,2026-02-19,Active,26163.42
CC05295,C05295,Gold,100000,2022-06-20,2029-06-10,Blocked,7705.73
CC05296,C05296,Gold,100000,2021-08-20,2027-02-07,Blocked,37255.26
CC05297,C05297,Gold,50000,2021-12-06,2028-03-19,Blocked,39698.75
CC05299,C05299,Platinum,150000,2023-01-14,2025-10-18,Active,47725.88
CC05300,C05300,Gold,150000,2023-09-10,2028-12-01,Blocked,22501.01
CC05301,C05301,Platinum,100000,2021-08-29,2025-11-14,Active,45587.26
CC05302,C05302,Gold,150000,2021-08-13,2028-04-15,Active,34633.98
CC05304,C05304,Silver,50000,2021-10-21,2027-10-11,Active,38678.83
CC05307,C05307,Silver,150000,2024-04-26,2027-10-11,Blocked,6680.58
CC05311,C05311,Silver,100000,2024-03-03,2030-02-12,Blocked,39330.62
CC05312,C05312,Gold,150000,2021-04-14,2027-01-02,Active,37528.95
CC05316,C05316,Platinum,100000,2022-09-13,2027-02-18,Active,5063.22
CC05317,C05317,Platinum,150000,2021-11-17,2029-09-26,Active,34522.19
CC05318,C05318,Gold,50000,2024-04-01,2025-07-26,Blocked,3072.91
CC05319,C05319,Silver,50000,2022-08-27,2029-01-26,Blocked,11365.75
CC05329,C05329,Platinum,100000,2021-08-24,2027-12-02,Active,28420.91
CC05332,C05332,Silver,100000,2023-08-25,2026-04-16,Active,3731.84
CC05333,C05333,Silver,50000,2021-09-24,2030-02-15,Blocked,23709.97
CC05334,C05334,Platinum,150000,2020-09-11,2029-11-03,Blocked,564.43
CC05336,C05336,Gold,150000,2022-03-29,2027-11-25,Active,40537.27
CC05337,C05337,Gold,100000,2021-06-24,2029-11-14,Blocked,21015.01
CC05338,C05338,Platinum,150000,2021-05-27,2026-02-07,Blocked,35257.21
CC05339,C05339,Platinum,100000,2023-12-31,2029-04-16,Blocked,37916.87
CC05340,C05340,Silver,150000,2023-08-21,2028-01-18,Active,15653.76
CC05341,C05341,Silver,50000,2021-05-09,2026-11-08,Active,12668.84
CC05343,C05343,Platinum,100000,2021-12-09,2026-07-18,Blocked,27326.8
CC05344,C05344,Gold,50000,2024-03-16,2028-11-25,Blocked,21096.29
CC05345,C05345,Gold,50000,2022-08-11,2028-09-30,Blocked,44937.94
CC05346,C05346,Silver,100000,2023-05-13,2028-07-31,Blocked,6653.77
CC05348,C05348,Gold,50000,2021-07-11,2027-06-28,Active,15026.82
CC05351,C05351,Silver,50000,2020-10-14,2027-11-10,Blocked,41074.08
CC05352,C05352,Platinum,50000,2021-11-10,2027-02-17,Active,23063.69
CC05353,C05353,Silver,100000,2024-06-29,2030-03-08,Blocked,23877.86
CC05354,C05354,Silver,50000,2022-11-11,2030-02-23,Blocked,32142.04
CC05355,C05355,Silver,100000,2021-12-10,2030-07-10,Blocked,27541.76
CC05357,C05357,Platinum,100000,2020-12-26,2028-07-10,Blocked,46747.91
CC05358,C05358,Gold,150000,2022-11-28,2025-10-03,Blocked,26174.41
CC05360,C05360,Gold,100000,2023-05-21,2028-12-15,Active,8722.83
CC05361,C05361,Platinum,150000,2022-12-04,2029-03-28,Active,43048.54
CC05363,C05363,Platinum,150000,2023-01-18,2030-02-05,Active,31847.35
CC05366,C05366,Silver,50000,2022-01-27,2030-04-29,Blocked,17546.56
CC05367,C05367,Platinum,50000,2024-05-08,2026-06-01,Active,30511.63
CC05369,C05369,Gold,150000,2023-10-03,2025-08-20,Blocked,27385.67
CC05373,C05373,Gold,100000,2024-02-29,2029-07-31,Active,44250.09
CC05374,C05374,Gold,150000,2022-11-12,2026-04-25,Active,1584.5
CC05375,C05375,Gold,50000,2020-10-03,2029-07-30,Blocked,27974.62
CC05376,C05376,Platinum,150000,2022-04-10,2029-12-04,Blocked,35322.89
CC05378,C05378,Gold,50000,2022-01-14,2028-06-06,Active,8160.88
CC05379,C05379,Platinum,50000,2022-09-15,2027-07-21,Active,27958.46
CC05380,C05380,Silver,150000,2021-03-01,2030-05-03,Blocked,37896.28
CC05381,C05381,Gold,50000,2022-10-25,2026-03-30,Blocked,31712.25
CC05382,C05382,Gold,150000,2023-03-02,2030-03-31,Active,43092.07
CC05383,C05383,Platinum,50000,2021-02-08,2027-04-06,Blocked,27438.06
CC05385,C05385,Silver,100000,2024-06-04,2026-12-31,Blocked,35891.08
CC05387,C05387,Gold,100000,2023-08-08,2027-07-22,Active,13218.1
CC05388,C05388,Gold,50000,2024-04-05,2028-06-15,Active,2307.34
CC05389,C05389,Gold,150000,2020-09-19,2028-09-04,Blocked,10302.59
CC05390,C05390,Silver,50000,2023-08-26,2028-02-23,Active,11338.26
CC05392,C05392,Gold,100000,2021-04-26,2028-01-31,Active,29889.27
CC05397,C05397,Platinum,100000,2021-12-02,2029-11-05,Blocked,27787.69
CC05398,C05398,Platinum,50000,2021-02-22,2029-01-02,Active,10979.03
CC05402,C05402,Gold,50000,2023-05-14,2026-08-13,Active,33567.61
CC05404,C05404,Platinum,100000,2020-08-07,2026-05-22,Blocked,47485.49
CC05408,C05408,Platinum,50000,2022-10-14,2026-01-13,Blocked,17716.69
CC05409,C05409,Platinum,50000,2022-08-10,2027-02-01,Active,35137.26
CC05412,C05412,Silver,100000,2022-06-14,2026-08-10,Active,27941.48
CC05415,C05415,Silver,100000,2020-12-24,2026-11-30,Blocked,30861.56
CC05419,C05419,Gold,150000,2021-02-03,2027-04-15,Blocked,36911.57
CC05422,C05422,Platinum,50000,2024-05-07,2026-01-06,Active,6559.82
CC05423,C05423,Platinum,50000,2023-02-10,2028-02-20,Active,3090.09
CC05426,C05426,Platinum,100000,2023-02-24,2028-01-04,Active,12119.92
CC05431,C05431,Gold,50000,2023-01-21,2027-04-24,Blocked,9945.26
CC05435,C05435,Platinum,150000,2021-03-30,2030-03-30,Active,37215.58
CC05437,C05437,Gold,50000,2023-06-24,2026-04-03,Blocked,4972.85
CC05438,C05438,Silver,100000,2023-06-30,2027-08-14,Active,43707.97
CC05439,C05439,Gold,50000,2024-06-26,2025-08-04,Blocked,13718.99
CC05440,C05440,Platinum,50000,2023-05-05,2027-03-05,Active,49266.13
CC05444,C05444,Gold,150000,2024-06-10,2029-11-11,Active,21836.86
CC05445,C05445,Gold,150000,2021-08-13,2026-03-02,Active,5390.42
CC05447,C05447,Silver,150000,2024-02-10,2028-01-13,Active,8480.39
CC05448,C05448,Platinum,100000,2024-02-06,2028-02-28,Active,26406.87
CC05450,C05450,Platinum,100000,2022-12-01,2026-11-19,Blocked,48849.19
CC05451,C05451,Gold,150000,2023-04-06,2029-04-04,Blocked,47151.09
CC05454,C05454,Gold,50000,2023-01-15,2028-10-31,Active,12634.91
CC05455,C05455,Gold,50000,2020-10-25,2029-12-11,Active,42173.89
CC05456,C05456,Gold,150000,2021-04-19,2029-03-07,Active,44731.18
CC05458,C05458,Gold,50000,2021-12-25,2028-03-24,Blocked,35205.35
CC05460,C05460,Silver,100000,2021-07-09,2030-04-17,Active,38631.9
CC05461,C05461,Silver,100000,2021-12-03,2028-06-19,Blocked,5207.77
CC05465,C05465,Gold,100000,2023-02-22,2029-05-25,Blocked,42859.25
CC05467,C05467,Platinum,150000,2021-04-25,2030-01-16,Active,33769.61
CC05469,C05469,Platinum,150000,2023-08-21,2026-11-20,Active,619.95
