ProductID,CustomerID,ProductType,Amount,TenureMonths,EMI,StartDate,EndDate,Status
P04787,C04787,Personal Loan,50000,120,4921.53,2022-01-19,2030-04-09,Active
P04788,C04788,Health Insurance,500000,60,2282.61,2022-04-06,2028-01-10,Active
P04789,C04789,Home Loan,100000,120,7263.37,2022-04-30,2030-01-06,Active
P04791,C04791,Personal Loan,500000,120,9214.33,2022-10-05,2028-12-16,Defaulted
P04792,C04792,Personal Loan,100000,60,7978.12,2024-05-08,2029-09-13,Closed
P04793,C04793,Car Insurance,50000,120,5755.55,2023-05-20,2029-06-18,Active
P04794,C04794,Health Insurance,500000,60,3243.44,2021-04-12,2027-07-09,Active
P04798,C04798,Car Insurance,250000,24,8091.99,2023-02-20,2029-06-19,Closed
P04800,C04800,Car Insurance,500000,60,9005.25,2023-04-28,2025-07-30,Closed
P04801,C04801,Health Insurance,500000,24,2863.6,2023-05-16,2030-06-25,Defaulted
P04802,C04802,Health Insurance,500000,120,5783.03,2022-06-06,2028-09-08,Active
P04803,C04803,Health Insurance,500000,24,6429.77,2021-09-20,2029-07-23,Active
P04804,C04804,Car Insurance,50000,120,2809.86,2020-11-30,2026-01-31,Defaulted
P04807,C04807,Car Insurance,100000,24,6761.29,2023-03-17,2030-01-13,Active
P04808,C04808,Personal Loan,100000,24,8047.86,2020-09-17,2028-10-22,Closed
P04810,C04810,Health Insurance,50000,120,1656.05,2023-12-08,2030-05-17,Defaulted
P04815,C04815,Personal Loan,250000,60,8527.09,2020-09-09,2028-07-19,Defaulted
P04816,C04816,Personal Loan,250000,12,9001.3,2024-01-12,2026-08-07,Closed
P04818,C04818,Car Insurance,50000,60,9428.34,2022-09-07,2029-03-28,Defaulted
P04819,C04819,Health Insurance,250000,24,9166.89,2023-12-02,2026-12-29,Closed
P04820,C04820,Car Insurance,50000,12,7532.57,2024-03-04,2025-10-20,Defaulted
P04824,C04824,Health Insurance,50000,12,4795.22,2020-10-12,2027-06-02,Defaulted
P04825,C04825,Personal Loan,100000,60,9535.46,2021-03-21,2029-07-03,Defaulted
P04827,C04827,Health Insurance,100000,120,7801.48,2023-10-07,2027-11-27,Closed
P04830,C04830,Personal Loan,500000,24,7174.68,2020-08-13,2027-04-19,Closed
P04831,C04831,Home Loan,500000,12,2985.46,2024-02-18,2026-08-05,Closed
P04832,C04832,Car Insurance,500000,24,3654.43,2022-11-01,2030-04-17,Closed
P04834,C04834,Car Insurance,50000,24,7957.96,2021-01-09,2030-07-04,Active
P04836,C04836,Personal Loan,250000,12,6995.27,2021-08-24,2028-03-23,Active
P04837,C04837,Personal Loan,50000,24,3865.51,2021-01-02,2027-05-20,Active
P04840,C04840,Home Loan,50000,60,5484.57,2021-04-16,2029-04-10,Active
P04845,C04845,Home Loan,100000,24,7066.94,2022-02-07,2028-06-15,Defaulted
P04846,C04846,Car Insurance,250000,120,5653.87,2023-07-08,2026-05-22,Closed
P04848,C04848,Car Insurance,100000,60,1736.78,2024-06-26,2027-05-01,Active
P04859,C04859,Home Loan,250000,12,4888.77,2022-11-01,2027-12-06,Defaulted
P04860,C04860,Home Loan,50000,60,1351.96,2021-10-26,2026-04-07,Defaulted
P04865,C04865,Personal Loan,500000,24,8617.68,2022-07-16,2025-08-10,Closed
P04866,C04866,Car Insurance,50000,12,8387.25,2022-09-11,2029-10-24,Closed
P04867,C04867,Health Insurance,250000,12,4424.04,2023-11-24,2029-09-21,Defaulted
P04869,C04869,Car Insurance,100000,60,5944.66,2022-06-24,2025-07-25,Closed
P04870,C04870,Personal Loan,500000,12,8182.64,2022-10-30,2025-09-15,Defaulted
P04873,C04873,Home Loan,100000,120,8296.4,2021-04-21,2028-11-25,Closed
P04874,C04874,Car Insurance,250000,120,8710.1,2023-04-04,2030-05-19,Defaulted
P04877,C04877,Home Loan,500000,60,8299.86,2024-05-13,2028-08-12,Closed
P04879,C04879,Health Insurance,100000,60,7263.78,2020-11-02,2028-01-21,Defaulted
P04881,C04881,Personal Loan,50000,24,9162.79,2023-09-13,2030-05-04,Closed
P04883,C04883,Health Insurance,50000,24,4784.13,2022-07-17,2026-09-21,Active
P04884,C04884,Personal Loan,250000,120,5407.32,2024-03-19,2028-11-25,Closed
P04890,C04890,Health Insurance,100000,60,5576.02,2024-01-17,2030-07-08,Closed
P04891,C04891,Car Insurance,500000,120,1871.18,2023-03-12,2026-04-10,Defaulted
P04892,C04892,Car Insurance,250000,60,4370.64,2023-01-18,2028-03-10,Defaulted
P04895,C04895,Car Insurance,100000,120,9534.13,2022-12-05,2029-09-01,Closed
P04900,C04900,Home Loan,50000,24,8943.03,2021-09-11,2026-10-03,Active
P04904,C04904,Car Insurance,500000,24,4683.81,2023-02-14,2029-03-08,Active
P04905,C04905,Personal Loan,100000,12,3789.9,2023-03-10,2027-10-15,Defaulted
P04906,C04906,Health Insurance,250000,120,3684.09,2020-10-06,2028-06-22,Active
P04908,C04908,Home Loan,500000,120,2719.27,2024-05-08,2028-04-07,Active
P04909,C04909,Personal Loan,50000,24,9290.1,2021-05-15,2025-12-03,Active
P04911,C04911,Car Insurance,500000,60,1893.58,2020-10-17,2026-03-30,Active
P04912,C04912,Personal Loan,250000,60,6448.52,2021-05-27,2027-10-19,Defaulted
P04913,C04913,Health Insurance,250000,24,9745.41,2023-10-15,2028-07-28,Active
P04919,C04919,Health Insurance,250000,24,8805.59,2021-12-04,2026-12-14,Closed
P04920,C04920,Home Loan,500000,60,1116.24,2022-06-14,2026-09-30,Defaulted
P04921,C04921,Car Insurance,100000,120,3033.29,2024-03-31,2026-08-06,Active
P04924,C04924,Health Insurance,100000,12,6607.73,2021-11-04,2028-08-28,Active
P04928,C04928,Home Loan,250000,12,5890.62,2020-10-24,2029-05-26,Closed
P04935,C04935,Car Insurance,500000,12,2937.77,2020-11-28,2026-10-28,Active
P04936,C04936,Car Insurance,50000,12,4418.56,2024-07-06,2026-05-06,Active
P04939,C04939,Personal Loan,50000,24,3581.2,2024-05-11,2028-09-12,Closed
P04940,C04940,Home Loan,100000,60,3584.13,2024-06-20,2025-10-07,Closed
P04944,C04944,Health Insurance,100000,120,8922.91,2023-04-15,2029-05-31,Active
P04945,C04945,Health Insurance,500000,120,7476.22,2024-05-24,2029-05-21,Closed
P04946,C04946,Personal Loan,100000,24,2848.48,2021-10-25,2026-07-29,Defaulted
P04948,C04948,Personal Loan,50000,12,3348.73,2020-07-24,2027-05-12,Active
P04949,C04949,Car Insurance,100000,24,8387.17,2020-09-30,2030-06-18,Defaulted
P04951,C04951,Car Insurance,500000,60,7355.65,2022-09-18,2030-06-23,Closed
P04954,C04954,Personal Loan,100000,120,5233.69,2024-01-23,2027-02-17,Active
P04955,C04955,Home Loan,50000,12,7856.72,2024-02-14,2030-02-09,Active
P04957,C04957,Health Insurance,100000,60,4867.15,2024-05-11,2030-02-18,Defaulted
P04959,C04959,Home Loan,100000,60,1204.08,2021-06-28,2026-01-30,Active
P04961,C04961,Home Loan,100000,120,8713.02,2024-05-26,2029-09-07,Closed
P04974,C04974,Car Insurance,250000,120,2397.09,2022-01-19,2027-03-29,Closed
P04982,C04982,Personal Loan,100000,60,4713.07,2021-07-02,2025-08-22,Active
P04984,C04984,Car Insurance,250000,12,9238.09,2022-08-18,2027-11-16,Active
P04986,C04986,Personal Loan,100000,120,7545.76,2022-04-04,2029-04-13,Defaulted
P04987,C04987,Home Loan,100000,60,5364.83,2024-01-23,2026-01-02,Closed
P04988,C04988,Personal Loan,100000,24,3551.13,2021-07-31,2028-12-02,Defaulted
P04989,C04989,Car Insurance,500000,120,7652.82,2024-07-08,2028-06-29,Closed
P04990,C04990,Home Loan,100000,24,4115.02,2023-10-01,2029-01-13,Closed
P04994,C04994,Personal Loan,100000,120,3991.39,2023-08-30,2025-11-14,Defaulted
P04999,C04999,Home Loan,50000,60,7875.4,2022-01-13,2026-10-25,Active
P05001,C05001,Car Insurance,100000,120,1540.79,2024-05-30,2026-12-08,Defaulted
P05005,C05005,Car Insurance,250000,60,8282.9,2023-10-05,2028-05-14,Defaulted
P05009,C05009,Health Insurance,500000,24,7885.82,2023-01-25,2029-10-18,Active
P05010,C05010,Health Insurance,100000,60,4315.6,2022-08-07,2027-04-11,Defaulted
P05012,C05012,Car Insurance,50000,24,3094.69,2021-07-01,2025-11-17,Closed
P05013,C05013,Personal Loan,500000,12,3548.09,2022-10-16,2027-08-24,Closed
P05015,C05015,Car Insurance,100000,60,7497.42,2023-07-19,2028-11-04,Defaulted
P05017,C05017,Personal Loan,250000,120,7948.32,2023-06-26,2027-08-25,Active
P05018,C05018,Home Loan,50000,60,6470.44,2022-07-11,2029-07-27,Active
P05021,C05021,Health Insurance,100000,60,4155.45,2021-06-23,2028-10-25,Active
P05022,C05022,Home Loan,100000,24,8811.61,2021-11-22,2027-02-25,Defaulted
P05024,C05024,Personal Loan,500000,60,8343.61,2023-10-16,2028-08-24,Active
P05028,C05028,Personal Loan,100000,120,8071.79,2020-08-27,2029-04-01,Defaulted
P05029,C05029,Personal Loan,100000,60,4534.35,2023-07-19,2028-10-13,Active
P05031,C05031,Home Loan,500000,12,1086.03,2020-10-23,2027-12-19,Closed
P05035,C05035,Health Insurance,500000,12,5023.18,2020-12-06,2026-10-16,Closed
P05036,C05036,Home Loan,100000,24,6452.26,2021-06-20,2025-07-28,Closed
P05039,C05039,Home Loan,500000,120,8098.03,2022-10-31,2028-04-08,Closed
P05042,C05042,Home Loan,50000,120,9704.22,2021-03-15,2027-02-26,Defaulted
P05044,C05044,Home Loan,500000,60,8542.34,2022-10-01,2030-02-10,Defaulted
P05046,C05046,Home Loan,100000,60,5926.97,2021-07-14,2030-01-25,Closed
P05051,C05051,Health Insurance,500000,12,9635.12,2020-12-22,2026-11-27,Defaulted
P05052,C05052,Home Loan,100000,24,9613.45,2024-05-03,2028-06-20,Closed
P05054,C05054,Car Insurance,50000,12,7168.64,2020-08-15,2025-09-02,Closed
P05056,C05056,Home Loan,100000,60,1969.27,2021-06-09,2028-01-16,Defaulted
P05057,C05057,Home Loan,100000,24,4162.68,2020-10-30,2030-01-22,Closed
P05058,C05058,Home Loan,100000,24,7790.84,2021-02-13,2025-11-04,Defaulted
P05059,C05059,Car Insurance,50000,60,1771.14,2021-11-27,2030-01-08,Active
P05060,C05060,Health Insurance,500000,24,3920.03,2020-12-02,2026-05-14,Defaulted
P05061,C05061,Personal Loan,500000,24,2486.89,2022-02-01,2026-03-30,Active
P05063,C05063,Health Insurance,250000,24,3980.38,2023-07-10,2028-02-05,Closed
P05064,C05064,Car Insurance,100000,60,6399.73,2024-02-04,2029-07-22,Closed
P05065,C05065,Car Insurance,250000,120,6216.59,2021-10-21,2027-11-03,Closed
P05067,C05067,Health Insurance,500000,12,5156.81,2021-05-25,2026-07-26,Closed
P05070,C05070,Car Insurance,500000,12,2632.1,2023-07-26,2026-03-27,Active
P05071,C05071,Health Insurance,500000,12,2211.37,2023-05-20,2029-12-12,Closed
P05072,C05072,Personal Loan,250000,12,4683.55,2021-03-28,2028-03-30,Active
P05079,C05079,Personal Loan,500000,120,1448.78,2021-10-12,2027-03-19,Active
P05080,C05080,Home Loan,50000,12,1755.45,2021-10-22,2029-08-01,Defaulted
P05081,C05081,Personal Loan,500000,12,2827.59,2023-06-16,2027-10-03,Closed
P05083,C05083,Car Insurance,100000,60,5978.83,2024-02-27,2029-04-22,Closed
P05084,C05084,Health Insurance,100000,60,5823.5,2022-09-14,2027-10-03,Defaulted
P05085,C05085,Home Loan,50000,60,4889.82,2021-10-29,2025-12-14,Closed
P05093,C05093,Health Insurance,500000,24,6959.73,2024-06-20,2027-04-07,Active
P05096,C05096,Home Loan,50000,12,8334.85,2021-05-12,2030-06-26,Active
P05100,C05100,Health Insurance,250000,24,7727.3,2022-01-30,2028-08-22,Closed
P05103,C05103,Health Insurance,100000,24,5686.44,2023-08-24,2026-08-22,Closed
P05106,C05106,Car Insurance,100000,24,6114.82,2022-08-12,2027-08-03,Defaulted
P05107,C05107,Home Loan,500000,12,7310.14,2022-07-30,2029-08-01,Closed
P05109,C05109,Health Insurance,250000,120,7510.04,2021-01-29,2026-09-05,Closed
P05110,C05110,Home Loan,50000,12,6565.6,2021-10-28,2030-05-21,Closed
P05111,C05111,Car Insurance,50000,24,4553.34,2021-01-10,2027-05-30,Active
P05112,C05112,Car Insurance,500000,120,5921.87,2021-01-14,2026-07-02,Closed
P05121,C05121,Car Insurance,100000,12,7524.5,2023-06-16,2029-01-12,Closed
P05122,C05122,Car Insurance,100000,60,1656.23,2024-03-23,2029-12-22,Defaulted
P05123,C05123,Home Loan,500000,24,5137.8,2022-11-21,2026-02-23,Closed
P05127,C05127,Home Loan,50000,120,8462.85,2022-11-13,2025-09-13,Active
P05133,C05133,Health Insurance,500000,60,2072.22,2021-10-08,2028-10-04,Closed
P05135,C05135,Health Insurance,50000,120,5577.39,2023-07-28,2029-10-24,Active
P05136,C05136,Health Insurance,500000,12,4770.56,2022-07-19,2029-07-28,Defaulted
P05137,C05137,Personal Loan,250000,60,5807.54,2023-04-12,2026-03-29,Active
P05140,C05140,Health Insurance,250000,120,8997.11,2021-01-03,2029-01-22,Active
P05142,C05142,Personal Loan,50000,12,8516.05,2023-08-03,2027-11-21,Active
P05144,C05144,Car Insurance,500000,12,5903.57,2021-06-25,2027-02-12,Defaulted
P05146,C05146,Health Insurance,50000,12,9113.44,2022-09-26,2028-07-23,Closed
P05148,C05148,Health Insurance,50000,120,7973.48,2023-06-06,2027-09-02,Active
P05150,C05150,Personal Loan,500000,120,1655.77,2020-09-10,2027-03-13,Defaulted
P05151,C05151,Car Insurance,100000,12,1136.34,2023-01-19,2028-02-09,Active
P05152,C05152,Car Insurance,50000,12,8732.61,2021-11-03,2029-10-12,Active
P05153,C05153,Personal Loan,250000,12,2648.85,2023-03-01,2027-05-16,Active
P05154,C05154,Personal Loan,500000,12,5384.46,2020-09-11,2030-04-08,Active
P05156,C05156,Car Insurance,500000,24,6520.31,2022-08-23,2026-04-08,Active
P05159,C05159,Health Insurance,500000,24,9078.61,2023-03-16,2025-11-07,Defaulted
P05161,C05161,Health Insurance,500000,24,1365.2,2024-04-07,2030-04-17,Defaulted
P05165,C05165,Home Loan,250000,120,6322.07,2020-07-30,2027-11-09,Closed
P05166,C05166,Health Insurance,500000,60,5824.54,2021-07-20,2027-11-25,Defaulted
P05167,C05167,Car Insurance,50000,24,6265.32,2021-03-28,2030-07-04,Active
P05170,C05170,Car Insurance,50000,24,4050.54,2022-06-13,2028-05-21,Defaulted
P05175,C05175,Personal Loan,50000,120,4547.31,2024-07-08,2026-11-22,Active
P05176,C05176,Personal Loan,50000,60,7052.52,2022-07-20,2025-11-01,Defaulted
P05182,C05182,Health Insurance,100000,24,3661.86,2021-06-29,2028-08-11,Closed
P05188,C05188,Home Loan,50000,120,6079.03,2022-12-03,2025-10-24,Defaulted
P05190,C05190,Personal Loan,500000,12,2481.38,2021-01-20,2029-08-15,Active
P05191,C05191,Personal Loan,250000,12,8764.3,2023-04-18,2028-05-11,Defaulted
P05193,C05193,Home Loan,250000,120,6774.36,2023-12-22,2025-12-19,Defaulted
P05194,C05194,Personal Loan,100000,24,5120.3,2021-05-30,2030-07-16,Defaulted
P05195,C05195,Health Insurance,250000,60,6561.12,2022-04-25,2028-07-24,Active
P05197,C05197,Personal Loan,500000,12,3049.88,2024-04-23,2030-06-25,Defaulted
P05199,C05199,Personal Loan,500000,120,6985.78,2022-10-14,2026-02-04,Active
P05202,C05202,Health Insurance,500000,60,6194.76,2020-10-03,2027-09-07,Defaulted
P05205,C05205,Car Insurance,500000,12,3010.37,2021-01-23,2025-12-19,Closed
P05206,C05206,Home Loan,100000,24,3417.83,2023-03-15,2028-07-13,Active
P05207,C05207,Personal Loan,500000,60,4745.85,2022-09-27,2029-03-12,Closed
P05208,C05208,Health Insurance,500000,120,8783.08,2022-04-26,2028-08-09,Defaulted
P05213,C05213,Personal Loan,50000,24,3173.8,2021-09-04,2026-04-25,Defaulted
P05214,C05214,Personal Loan,100000,12,7439.44,2022-11-23,2026-11-18,Defaulted
P05215,C05215,Personal Loan,250000,24,4420.16,2024-05-20,2029-02-23,Defaulted
P05216,C05216,Home Loan,250000,60,7658.59,2022-08-23,2028-08-29,Defaulted
P05217,C05217,Home Loan,50000,120,1686.74,2022-03-09,2029-07-26,Closed
P05220,C05220,Car Insurance,250000,12,5353.95,2021-10-20,2029-08-12,Closed
P05221,C05221,Health Insurance,250000,12,3116.09,2022-01-14,2027-05-01,Defaulted
P05225,C05225,Home Loan,250000,12,4786.25,2023-10-21,2026-06-15,Active
P05230,C05230,Home Loan,250000,24,5416.9,2023-03-02,2027-06-04,Defaulted
P05234,C05234,Health Insurance,100000,12,3013.56,2023-07-14,2026-02-14,Active
P05235,C05235,Car Insurance,100000,120,3225.5,2023-02-27,2026-05-26,Defaulted
P05236,C05236,Personal Loan,50000,12,8178.47,2024-07-07,2027-09-28,Closed
P05238,C05238,Health Insurance,500000,24,2714.55,2024-06-18,2028-11-19,Defaulted
P05240,C05240,Home Loan,50000,12,1679.65,2021-01-27,2028-11-18,Defaulted
P05242,C05242,Personal Loan,500000,120,7047.85,2023-05-15,2027-05-22,Defaulted
P05243,C05243,Car Insurance,50000,120,7966.23,2023-02-06,2028-02-02,Defaulted
P05246,C05246,Car Insurance,500000,60,3097.51,2021-01-15,2027-10-17,Active
P05248,C05248,Health Insurance,500000,12,3418.39,2020-09-06,2025-08-03,Closed
P05251,C05251,Car Insurance,500000,120,1180.06,2020-12-19,2026-02-14,Active
P05254,C05254,Health Insurance,250000,12,6787.8,2023-11-09,2028-03-15,Defaulted
P05255,C05255,Car Insurance,250000,12,9296.2,2023-03-28,2025-08-13,Defaulted
P05256,C05256,Car Insurance,250000,60,7098.19,2021-05-08,2025-08-03,Closed
P05257,C05257,Health Insurance,500000,12,9182.22,2020-10-16,2027-03-02,Defaulted
P05263,C05263,Health Insurance,100000,24,1884.69,2024-03-24,2029-05-10,Active
P05264,C05264,Car Insurance,500000,12,6063.28,2021-08-03,2028-06-05,Active
P05265,C05265,Car Insurance,100000,24,2707.48,2020-11-14,2026-07-25,Closed
P05268,C05268,Personal Loan,50000,24,1014.14,2024-01-01,2028-02-11,Active
P05272,C05272,Car Insurance,500000,24,3375.27,2022-02-07,2026-07-01,Defaulted
P05276,C05276,Home Loan,500000,12,6438.44,2022-05-19,2026-07-18,Active
P05280,C05280,Health Insurance,500000,24,6737.64,2020-09-01,2027-04-03,Closed
P05281,C05281,Car Insurance,50000,24,1004.62,2022-02-21,2030-02-03,Defaulted
P05282,C05282,Home Loan,50000,60,7451.96,2024-01-05,2025-08-16,Closed
P05283,C05283,Personal Loan,500000,12,3497.12,2021-08-13,2025-09-06,Active
P05284,C05284,Health Insurance,500000,120,6053.88,2023-07-14,2029-07-10,Closed
P05286,C05286,Health Insurance,100000,24,1589.77,2023-01-25,2027-02-10,Defaulted
P05287,C05287,Health Insurance,100000,60,7732.4,2022-12-25,2029-07-01,Active
P05289,C05289,Home Loan,250000,120,8717.95,2023-03-19,2026-08-17,Active
P05290,C05290,Health Insurance,500000,12,2904.52,2023-02-14,2028-09-21,Closed
P05292,C05292,Health Insurance,50000,24,9520.5,2023-07-05,2026-08-06,Defaulted
P05293,C05293,Personal Loan,100000,60,2769.24,2022-01-24,2030-01-27,Closed
P05297,C05297,Car Insurance,50000,60,3871.72,2022-11-21,2027-04-09,Closed
P05298,C05298,Home Loan,50000,60,1756.96,2024-04-26,2029-06-03,Active
P05299,C05299,Personal Loan,250000,60,8118.17,2021-03-02,2029-10-03,Defaulted
P05307,C05307,Health Insurance,50000,24,4967.9,2020-09-28,2028-04-11,Defaulted
P05311,C05311,Car Insurance,500000,12,8863.0,2024-01-27,2027-04-27,Active
P05313,C05313,Car Insurance,100000,24,9559.09,2022-09-22,2026-10-26,Closed
P05315,C05315,Health Insurance,250000,12,1311.08,2022-11-17,2026-11-28,Defaulted
P05318,C05318,Home Loan,100000,24,9999.49,2023-01-10,2026-06-15,Defaulted
P05320,C05320,Health Insurance,500000,60,9152.98,2023-01-17,2025-08-16,Defaulted
P05321,C05321,Personal Loan,100000,60,6190.2,2021-11-28,2028-10-11,Closed
P05322,C05322,Home Loan,50000,24,7777.19,2023-12-05,2025-11-28,Active
P05327,C05327,Personal Loan,100000,120,3998.38,2023-06-22,2029-12-29,Defaulted
P05328,C05328,Personal Loan,500000,120,8591.93,2023-04-28,2028-10-17,Active
P05340,C05340,Personal Loan,250000,60,4124.43,2023-07-16,2028-12-22,Defaulted
P05342,C05342,Car Insurance,50000,24,3153.56,2022-03-24,2029-12-02,Defaulted
P05343,C05343,Health Insurance,50000,120,1633.14,2021-10-05,2029-08-08,Closed
P05344,C05344,Home Loan,250000,60,3711.07,2021-09-05,2027-08-18,Active
P05347,C05347,Health Insurance,500000,12,3440.11,2021-03-05,2026-12-19,Closed
P05348,C05348,Health Insurance,100000,120,7961.18,2024-02-03,2029-11-16,Active
P05350,C05350,Car Insurance,100000,120,9996.99,2023-11-10,2028-07-05,Defaulted
P05351,C05351,Personal Loan,100000,60,2780.02,2021-12-11,2027-01-24,Active
P05352,C05352,Car Insurance,100000,24,1309.99,2023-02-24,2025-10-28,Active
P05360,C05360,Home Loan,50000,120,8408.16,2021-08-18,2026-01-10,Active
P05361,C05361,Health Insurance,100000,60,7713.1,2022-06-29,2028-02-08,Closed
P05362,C05362,Personal Loan,100000,60,5126.4,2020-08-10,2028-05-17,Closed
P05364,C05364,Personal Loan,50000,120,5504.46,2022-01-06,2029-07-02,Active
P05367,C05367,Personal Loan,250000,24,3503.56,2022-08-14,2030-03-05,Defaulted
P05368,C05368,Personal Loan,100000,60,1785.85,2021-08-04,2026-12-04,Closed
P05369,C05369,Personal Loan,250000,60,4704.11,2024-03-18,2029-04-03,Defaulted
P05370,C05370,Health Insurance,250000,24,5076.63,2024-07-04,2029-07-24,Defaulted
P05373,C05373,Car Insurance,500000,12,5631.71,2023-04-16,2029-09-08,Defaulted
P05375,C05375,Health Insurance,250000,60,9267.48,2022-05-22,2028-01-07,Closed
P05377,C05377,Personal Loan,100000,24,8687.58,2022-04-15,2027-06-26,Defaulted
P05379,C05379,Car Insurance,50000,24,4920.42,2023-07-15,2025-10-11,Closed
P05380,C05380,Car Insurance,50000,12,7665.1,2020-08-17,2025-11-20,Closed
P05382,C05382,Personal Loan,100000,60,9308.08,2021-12-29,2028-04-24,Closed
P05385,C05385,Health Insurance,100000,60,2072.88,2024-03-08,2029-08-01,Closed
P05386,C05386,Health Insurance,500000,60,9263.34,2021-01-14,2028-10-02,Closed
P05395,C05395,Car Insurance,500000,60,7039.15,2024-04-16,2028-09-07,Defaulted
P05398,C05398,Personal Loan,250000,24,5456.8,2021-12-12,2029-12-15,Defaulted
P05402,C05402,Home Loan,100000,12,2326.4,2023-03-15,2025-08-06,Closed
P05407,C05407,Home Loan,50000,60,1695.87,2022-08-17,2028-06-16,Closed
P05409,C05409,Home Loan,100000,60,3945.62,2021-12-03,2030-03-25,Active
P05412,C05412,Health Insurance,250000,24,9171.59,2020-11-26,2027-10-23,Closed
P05413,C05413,Health Insurance,50000,60,7488.97,2021-03-04,2027-12-01,Defaulted
P05414,C05414,Car Insurance,250000,24,6966.26,2020-11-22,2027-06-23,Active
P05415,C05415,Car Insurance,50000,120,2949.49,2022-06-13,2027-01-14,Defaulted
P05417,C05417,Car Insurance,100000,120,5584.14,2021-10-24,2029-05-28,Defaulted
P05418,C05418,Car Insurance,100000,12,9466.76,2023-01-07,2025-11-06,Active
P05422,C05422,Car Insurance,500000,60,3560.94,2021-08-23,2027-07-24,Active
P05423,C05423,Personal Loan,500000,12,4445.76,2023-06-01,2030-05-21,Defaulted
P05424,C05424,Car Insurance,250000,24,6595.46,2022-11-21,2027-08-08,Defaulted
P05427,C05427,Home Loan,50000,12,5527.74,2021-12-02,2025-08-10,Closed
P05431,C05431,Health Insurance,500000,60,2614.32,2023-10-04,2028-12-30,Closed
P05432,C05432,Car Insurance,500000,24,7372.02,2022-07-20,2026-01-28,Defaulted
P05433,C05433,Car Insurance,50000,12,4793.82,2024-01-19,2027-06-26,Active
P05434,C05434,Health Insurance,500000,120,2474.42,2020-11-23,2029-01-08,Defaulted
P05435,C05435,Car Insurance,250000,120,7307.01,2022-10-21,2029-01-01,Active
P05440,C05440,Personal Loan,500000,60,2654.43,2022-09-08,2026-01-20,Closed
P05441,C05441,Car Insurance,50000,120,1594.03,2020-11-26,2030-02-20,Active
P05442,C05442,Personal Loan,250000,24,9440.52,2023-06-27,2027-09-08,Defaulted
P05443,C05443,Personal Loan,100000,120,8512.53,2022-03-10,2029-11-27,Active
P05444,C05444,Health Insurance,250000,60,1422.97,2023-02-10,2028-07-24,Defaulted
P05445,C05445,Car Insurance,250000,12,1342.57,2021-09-05,2026-02-08,Closed
P05447,C05447,Home Loan,250000,12,2418.89,2020-08-29,2025-12-03,Defaulted
P05450,C05450,Health Insurance,250000,60,6006.17,2020-11-28,2025-12-03,Active
P05457,C05457,Home Loan,100000,60,7657.59,2023-12-21,2026-09-30,Defaulted
P05459,C05459,Personal Loan,100000,120,2559.23,2022-06-24,2029-12-08,Active
P05461,C05461,Home Loan,50000,24,5021.98,2023-12-18,2028-02-21,Closed
P05462,C05462,Health Insurance,500000,24,7102.09,2022-01-14,2028-09-21,Active
P05463,C05463,Car Insurance,100000,60,7723.86,2021-12-30,2030-05-03,Defaulted
P05465,C05465,Personal Loan,50000,24,4006.59,2022-12-04,2029-10-01,Defaulted
P05475,C05475,Home Loan,100000,12,2140.05,2020-07-26,2026-02-05,Defaulted
P05477,C05477,Health Insurance,50000,60,3135.63,2023-09-01,2027-07-19,Defaulted
P05478,C05478,Health Insurance,100000,24,1719.64,2023-01-27,2027-12-11,Active
P05485,C05485,Personal Loan,500000,24,5760.97,2021-06-14,2027-07-06,Closed
P05488,C05488,Home Loan,500000,60,6457.92,2024-03-19,2027-07-04,Active
P05492,C05492,Health Insurance,100000,12,2897.82,2021-05-30,2028-07-26,Closed
P05494,C05494,Car Insurance,100000,12,8639.54,2022-09-29,2029-12-01,Closed
P05496,C05496,Personal Loan,250000,120,7371.91,2024-04-18,2025-11-06,Closed
P05499,C05499,Car Insurance,500000,24,5926.31,2023-07-29,2028-08-04,Active
P05506,C05506,Personal Loan,100000,12,6671.06,2020-09-18,2030-04-29,Closed
P05508,C05508,Personal Loan,250000,120,1969.92,2024-05-22,2028-01-19,Defaulted
P05510,C05510,Home Loan,250000,60,6965.3,2021-11-21,2025-07-27,Active
P05511,C05511,Home Loan,250000,24,9670.74,2023-05-25,2027-01-20,Closed
P05512,C05512,Personal Loan,100000,12,6736.94,2023-01-07,2026-08-16,Defaulted
P05516,C05516,Health Insurance,500000,12,5413.91,2022-01-14,2026-12-04,Closed
P05518,C05518,Home Loan,250000,120,4206.58,2022-07-03,2029-06-04,Active
P05519,C05519,Home Loan,500000,24,1617.73,2024-05-12,2025-08-07,Defaulted
P05525,C05525,Health Insurance,250000,60,1337.79,2021-03-29,2030-05-23,Active
P05527,C05527,Personal Loan,100000,60,7923.5,2022-10-22,2027-12-05,Closed
P05531,C05531,Personal Loan,250000,24,8089.97,2023-07-07,2028-03-23,Defaulted
P05532,C05532,Car Insurance,50000,12,1674.21,2021-04-02,2028-08-10,Defaulted
P05534,C05534,Home Loan,500000,12,1462.16,2023-12-29,2028-08-24,Active
P05537,C05537,Home Loan,100000,120,1508.35,2021-06-18,2028-02-11,Closed
P05540,C05540,Health Insurance,50000,24,3216.32,2023-10-12,2026-05-23,Defaulted
P05541,C05541,Car Insurance,250000,120,3481.14,2021-12-12,2026-08-09,Closed
P05544,C05544,Personal Loan,100000,12,2603.07,2021-05-31,2026-04-04,Defaulted
