TransactionID,AccountID,Date,Type,Amount,Description,Channel
T010761,A04511,2024-10-13,Debit,48650.43,Bill Payment,ATM
T010762,A07572,2025-02-16,Credit,35116.83,Salary Credit,Mobile App
T010763,A05924,2024-10-26,Credit,43425.62,Online Transfer,Mobile App
T010764,A05337,2024-11-11,Credit,46806.52,Online Transfer,Mobile App
T010765,A03437,2025-04-07,Credit,18420.05,ATM Withdrawal,Branch
T010766,A04542,2024-09-07,Debit,41371.64,Bill Payment,Online
T010767,A00916,2024-08-05,Credit,40478.82,Bill Payment,ATM
T010768,A09815,2024-09-17,Debit,13463.52,Online Transfer,Branch
T010769,A08136,2024-12-03,Debit,23040.13,Online Transfer,ATM
T010770,A07979,2025-01-15,Debit,31993.67,Salary Credit,Mobile App
T010771,A08642,2025-04-30,Credit,41003.56,Bill Payment,Branch
T010772,A01045,2025-03-26,Debit,37503.3,Online Transfer,Branch
T010773,A05743,2024-09-05,Debit,3533.43,Bill Payment,Branch
T010774,A07546,2025-05-31,Debit,30165.75,Salary Credit,ATM
T010775,A00889,2024-08-24,Debit,16577.59,Bill Payment,ATM
T010776,A00310,2024-08-26,Credit,40081.14,ATM Withdrawal,Online
T010777,A03517,2025-06-03,Debit,47322.05,ATM Withdrawal,Mobile App
T010778,A09517,2024-12-04,Debit,4274.87,Salary Credit,Mobile App
T010779,A07896,2025-07-07,Credit,7423.87,Online Transfer,Branch
T010780,A01318,2025-03-29,Credit,40133.7,Salary Credit,Branch
T010781,A02267,2025-01-02,Credit,36403.3,Salary Credit,Online
T010782,A09377,2024-11-15,Credit,18001.21,Bill Payment,Branch
T010783,A09277,2025-05-15,Credit,31207.57,ATM Withdrawal,ATM
T010784,A05856,2025-04-08,Credit,23106.05,ATM Withdrawal,ATM
T010785,A06401,2024-11-24,Debit,41283.79,ATM Withdrawal,Branch
T010786,A09297,2025-02-09,Debit,43521.94,Online Transfer,Online
T010787,A00551,2024-11-27,Debit,23206.47,Online Transfer,Mobile App
T010788,A08994,2024-11-08,Credit,30169.98,Salary Credit,Mobile App
T010789,A05392,2025-01-22,Credit,40423.18,ATM Withdrawal,Branch
T010790,A02382,2025-05-21,Debit,23908.79,Bill Payment,Branch
T010791,A05552,2025-04-14,Credit,15333.56,ATM Withdrawal,Online
T010792,A06219,2025-06-24,Debit,28111.11,Online Transfer,ATM
T010793,A04816,2025-04-17,Debit,22765.14,Bill Payment,Online
T010794,A00302,2025-01-01,Debit,37501.45,ATM Withdrawal,Online
T010795,A06019,2024-10-01,Debit,20865.31,Bill Payment,Mobile App
T010796,A03314,2024-09-09,Debit,14841.53,Salary Credit,Mobile App
T010797,A04873,2024-10-29,Credit,5672.34,Bill Payment,Online
T010798,A09862,2024-12-25,Debit,42179.31,Bill Payment,Online
T010799,A06796,2025-06-29,Credit,16093.41,Bill Payment,Mobile App
T010800,A06260,2024-09-23,Debit,23103.28,ATM Withdrawal,Online
T010801,A03619,2024-08-27,Debit,9186.24,Online Transfer,Online
T010802,A09698,2025-04-25,Credit,1607.55,Online Transfer,ATM
T010803,A03321,2025-05-11,Credit,24592.41,Bill Payment,Branch
T010804,A04140,2024-12-14,Credit,48306.78,Online Transfer,Branch
T010805,A06768,2024-10-25,Debit,16695.62,ATM Withdrawal,Branch
T010806,A07051,2025-02-14,Debit,40032.06,Salary Credit,Mobile App
T010807,A06118,2024-10-20,Credit,15641.06,Bill Payment,ATM
T010808,A09414,2025-04-22,Credit,36811.6,Bill Payment,Branch
T010809,A00239,2025-07-08,Credit,30204.4,ATM Withdrawal,Online
T010810,A01888,2025-06-02,Debit,5496.58,Salary Credit,Mobile App
T010811,A05568,2025-06-10,Credit,18229.87,ATM Withdrawal,ATM
T010812,A00501,2024-10-08,Credit,36171.31,Salary Credit,Branch
T010813,A03522,2025-02-18,Credit,2965.35,ATM Withdrawal,Branch
T010814,A06680,2025-06-29,Credit,37815.8,ATM Withdrawal,Branch
T010815,A02746,2024-07-31,Credit,13753.03,ATM Withdrawal,Branch
T010816,A07634,2025-05-13,Debit,1800.62,Salary Credit,Online
T010817,A03334,2024-08-19,Credit,32832.47,Salary Credit,ATM
T010818,A00453,2024-10-05,Debit,150.04,ATM Withdrawal,ATM
T010819,A09256,2025-06-02,Credit,49717.93,Online Transfer,Online
T010820,A00075,2024-09-10,Debit,31379.38,Bill Payment,Branch
T010821,A07285,2024-10-09,Debit,23671.64,Bill Payment,Online
T010822,A01543,2024-10-17,Debit,38923.01,Online Transfer,Branch
T010823,A02729,2025-03-23,Debit,15692.73,Salary Credit,Branch
T010824,A05982,2024-10-02,Credit,47586.47,Online Transfer,Branch
T010825,A04914,2024-08-16,Credit,17542.94,Bill Payment,Mobile App
T010826,A08476,2025-04-01,Credit,4541.59,Online Transfer,Mobile App
T010827,A00071,2024-08-02,Debit,15463.42,Salary Credit,ATM
T010828,A08002,2024-10-06,Credit,10025.72,ATM Withdrawal,ATM
T010829,A07513,2025-01-30,Credit,26247.66,ATM Withdrawal,Branch
T010830,A05394,2025-04-13,Credit,29269.48,Online Transfer,Online
T010831,A09567,2025-02-06,Credit,18172.17,Online Transfer,ATM
T010832,A04703,2024-12-18,Debit,35503.73,Salary Credit,Online
T010833,A09259,2025-03-15,Credit,1433.57,Online Transfer,Branch
T010834,A06338,2024-11-12,Credit,27052.52,Salary Credit,Mobile App
T010835,A08574,2025-04-19,Credit,13644.42,Online Transfer,Online
T010836,A05593,2025-07-01,Credit,14301.09,Bill Payment,ATM
T010837,A06008,2024-10-08,Debit,12572.56,Bill Payment,Branch
T010838,A04632,2025-04-29,Debit,16245.3,Online Transfer,Online
T010839,A09962,2025-07-18,Credit,46088.59,Salary Credit,ATM
T010840,A02293,2024-08-04,Credit,12313.46,ATM Withdrawal,ATM
T010841,A02354,2025-02-19,Credit,31657.01,Bill Payment,ATM
T010842,A06370,2025-02-24,Debit,44528.7,Online Transfer,Online
T010843,A09607,2024-09-26,Credit,10783.53,Online Transfer,Branch
T010844,A01056,2024-10-24,Credit,45404.85,Bill Payment,ATM
T010845,A00772,2025-03-13,Credit,43933.25,Salary Credit,Mobile App
T010846,A01711,2025-01-29,Credit,49563.42,Online Transfer,ATM
T010847,A05627,2024-08-10,Credit,31606.16,ATM Withdrawal,Mobile App
T010848,A03432,2024-09-01,Debit,7871.31,Online Transfer,ATM
T010849,A07661,2025-01-02,Debit,25324.22,Bill Payment,ATM
T010850,A03128,2024-11-23,Credit,18768.34,ATM Withdrawal,Mobile App
T010851,A01170,2025-04-19,Debit,7628.26,ATM Withdrawal,Branch
T010852,A02870,2025-06-26,Credit,48970.77,ATM Withdrawal,Online
T010853,A01649,2025-06-18,Credit,25044.49,Salary Credit,Mobile App
T010854,A00008,2025-07-22,Debit,24837.39,Bill Payment,Branch
T010855,A06845,2025-05-05,Credit,126.86,Online Transfer,ATM
T010856,A08351,2025-05-18,Debit,27500.63,ATM Withdrawal,ATM
T010857,A03824,2025-06-22,Credit,32643.07,Bill Payment,ATM
T010858,A06065,2024-12-08,Debit,49184.54,Bill Payment,Branch
T010859,A09680,2024-12-09,Credit,25409.58,Online Transfer,ATM
T010860,A07295,2025-04-22,Credit,13158.91,ATM Withdrawal,ATM
T010861,A08773,2024-09-11,Debit,7999.14,Bill Payment,Branch
T010862,A04402,2025-03-05,Debit,25482.17,ATM Withdrawal,ATM
T010863,A07837,2024-08-06,Credit,33484.98,ATM Withdrawal,Branch
T010864,A02108,2025-06-11,Credit,48645.82,ATM Withdrawal,Online
T010865,A01280,2025-04-28,Credit,23617.36,Online Transfer,Branch
T010866,A00571,2025-03-20,Credit,24805.51,Bill Payment,Mobile App
T010867,A01306,2024-07-30,Credit,26828.66,Online Transfer,ATM
T010868,A08428,2025-07-18,Credit,49494.79,Bill Payment,Mobile App
T010869,A04630,2025-06-07,Credit,26191.92,ATM Withdrawal,Mobile App
T010870,A09684,2025-02-18,Credit,4439.44,Bill Payment,Mobile App
T010871,A02403,2025-06-30,Debit,26340.47,Salary Credit,ATM
T010872,A03239,2024-11-01,Debit,43556.88,Bill Payment,Online
T010873,A04129,2025-06-25,Debit,27020.92,Bill Payment,Branch
T010874,A09032,2025-01-09,Debit,44780.91,ATM Withdrawal,Branch
T010875,A06200,2025-05-03,Credit,33656.66,Online Transfer,Mobile App
T010876,A03655,2024-12-03,Debit,40608.78,Bill Payment,Online
T010877,A06313,2025-02-11,Debit,23757.57,Online Transfer,ATM
T010878,A04609,2024-07-28,Credit,2398.49,Salary Credit,Online
T010879,A06187,2024-11-04,Credit,40007.5,Online Transfer,Online
T010880,A05347,2025-02-26,Credit,33649.63,Bill Payment,Mobile App
T010881,A03583,2025-02-05,Credit,5446.88,Bill Payment,Mobile App
T010882,A04872,2025-02-27,Credit,26341.4,Salary Credit,ATM
T010883,A02523,2024-08-22,Credit,41296.4,ATM Withdrawal,Branch
T010884,A06609,2025-01-23,Credit,21187.52,Salary Credit,ATM
T010885,A05205,2024-12-31,Debit,46932.61,ATM Withdrawal,Mobile App
T010886,A02905,2025-05-03,Debit,12424.23,ATM Withdrawal,Online
T010887,A02167,2025-02-07,Debit,3203.76,ATM Withdrawal,Online
T010888,A04196,2025-03-19,Debit,25038.31,Online Transfer,Branch
T010889,A08882,2025-01-07,Debit,7401.58,ATM Withdrawal,Online
T010890,A02308,2025-02-10,Debit,25781.4,Bill Payment,Branch
T010891,A03953,2025-07-19,Credit,4839.02,Online Transfer,Mobile App
T010892,A06206,2025-05-17,Credit,25086.04,Salary Credit,Branch
T010893,A08908,2025-05-07,Debit,42718.63,Online Transfer,ATM
T010894,A02193,2025-01-27,Credit,39380.81,Bill Payment,Branch
T010895,A06858,2025-05-30,Debit,5585.31,Bill Payment,Branch
T010896,A08255,2025-06-30,Debit,16995.18,Salary Credit,Branch
T010897,A05018,2025-04-12,Debit,21300.49,Bill Payment,Branch
T010898,A06044,2025-07-12,Debit,34447.29,Online Transfer,ATM
T010899,A01774,2024-10-13,Credit,29489.28,ATM Withdrawal,Mobile App
T010900,A06862,2025-02-22,Credit,2753.73,Online Transfer,Branch
T010901,A02576,2025-06-28,Debit,43665.29,Bill Payment,Branch
T010902,A00293,2025-07-16,Debit,13344.29,Salary Credit,Online
T010903,A02957,2025-05-02,Debit,31307.11,Bill Payment,Mobile App
T010904,A04363,2025-06-10,Debit,4800.78,Salary Credit,Branch
T010905,A03303,2025-05-04,Debit,40042.59,Online Transfer,Online
T010906,A07528,2025-05-12,Credit,12777.31,Online Transfer,Branch
T010907,A03834,2025-05-01,Debit,44407.14,Salary Credit,Branch
T010908,A02925,2025-04-18,Debit,17457.26,ATM Withdrawal,Online
T010909,A06805,2025-01-01,Debit,10905.53,Bill Payment,Branch
T010910,A04618,2025-04-03,Debit,16819.38,Salary Credit,Online
T010911,A03541,2025-04-25,Debit,44619.9,Salary Credit,Online
T010912,A03363,2025-07-07,Debit,42247.62,Online Transfer,Branch
T010913,A01071,2025-05-13,Debit,11304.0,Salary Credit,Branch
T010914,A09405,2025-06-05,Debit,33343.3,Salary Credit,ATM
T010915,A08755,2024-07-28,Credit,35784.94,Salary Credit,Branch
T010916,A00100,2025-01-12,Credit,21723.47,Salary Credit,Branch
T010917,A07396,2025-03-22,Credit,9614.01,Bill Payment,Mobile App
T010918,A09718,2025-01-16,Debit,14213.24,Salary Credit,Mobile App
T010919,A08921,2025-05-19,Debit,47374.71,ATM Withdrawal,Online
T010920,A02522,2025-01-13,Debit,34845.66,Online Transfer,Mobile App
T010921,A04604,2024-08-27,Credit,46841.63,Salary Credit,ATM
T010922,A00777,2025-04-28,Credit,41699.56,Bill Payment,Mobile App
T010923,A03079,2025-01-08,Debit,38376.75,ATM Withdrawal,ATM
T010924,A01840,2024-10-15,Debit,25943.63,Bill Payment,ATM
T010925,A03179,2025-02-07,Credit,30308.31,Salary Credit,Online
T010926,A09443,2025-07-11,Debit,23013.96,Salary Credit,Mobile App
T010927,A06128,2025-05-24,Credit,39303.93,ATM Withdrawal,Branch
T010928,A02444,2025-01-17,Debit,47820.41,Salary Credit,ATM
T010929,A07835,2025-07-01,Debit,10102.28,Salary Credit,Mobile App
T010930,A09347,2025-02-28,Debit,44171.2,ATM Withdrawal,Online
T010931,A06978,2025-06-01,Credit,18252.05,Online Transfer,Branch
T010932,A02232,2025-05-31,Credit,18989.66,Salary Credit,Branch
T010933,A08922,2024-12-21,Credit,5022.8,Bill Payment,Branch
T010934,A03056,2024-11-25,Debit,16364.81,ATM Withdrawal,Branch
T010935,A04810,2025-06-22,Debit,34094.96,Salary Credit,ATM
T010936,A08532,2025-02-10,Credit,14489.77,Salary Credit,ATM
T010937,A01530,2025-04-09,Credit,14172.08,Salary Credit,ATM
T010938,A07397,2025-02-08,Credit,4226.86,ATM Withdrawal,ATM
T010939,A05546,2025-04-24,Credit,31186.93,Online Transfer,Branch
T010940,A08610,2025-01-15,Debit,28800.66,Salary Credit,Branch
T010941,A02336,2025-05-25,Debit,10357.11,Online Transfer,Mobile App
T010942,A05885,2024-09-20,Debit,24478.71,Online Transfer,Online
T010943,A02659,2025-06-26,Credit,11776.97,ATM Withdrawal,ATM
T010944,A09856,2024-11-08,Credit,23768.67,Bill Payment,Online
T010945,A02317,2025-05-11,Debit,31706.81,Online Transfer,Mobile App
T010946,A04862,2024-09-20,Debit,42338.35,Bill Payment,Mobile App
T010947,A06891,2025-06-28,Credit,40695.94,Online Transfer,Branch
T010948,A01798,2025-02-15,Debit,24199.63,ATM Withdrawal,ATM
T010949,A08729,2025-06-20,Credit,34957.78,Salary Credit,Branch
T010950,A06589,2025-04-30,Credit,45320.55,Bill Payment,Mobile App
T010951,A01175,2024-08-14,Credit,6240.82,Online Transfer,Branch
T010952,A06317,2025-03-04,Debit,44658.1,ATM Withdrawal,Mobile App
T010953,A01640,2024-09-05,Credit,8680.52,ATM Withdrawal,Online
T010954,A06929,2025-01-02,Credit,15326.01,ATM Withdrawal,Mobile App
T010955,A06148,2025-03-22,Debit,3090.72,Bill Payment,ATM
T010956,A06442,2024-10-05,Credit,46335.66,Online Transfer,Mobile App
T010957,A07014,2024-10-18,Credit,49972.77,ATM Withdrawal,Branch
T010958,A00717,2025-03-10,Debit,48226.17,Online Transfer,Branch
T010959,A02656,2024-08-12,Credit,37945.63,Online Transfer,Branch
T010960,A03860,2025-05-21,Debit,2265.13,ATM Withdrawal,Branch
T010961,A00016,2024-09-13,Debit,46511.74,Salary Credit,Online
T010962,A09943,2024-08-11,Debit,37817.07,Salary Credit,Branch
T010963,A03856,2025-06-25,Credit,46543.1,Online Transfer,Branch
T010964,A05770,2025-07-13,Debit,42178.75,Salary Credit,ATM
T010965,A07260,2025-02-17,Credit,42920.1,ATM Withdrawal,Online
T010966,A00430,2024-12-21,Debit,39087.79,Bill Payment,Branch
T010967,A08805,2025-02-24,Debit,45867.72,Bill Payment,ATM
T010968,A05630,2024-10-03,Credit,6367.69,Online Transfer,Mobile App
T010969,A02118,2024-10-06,Credit,26315.68,ATM Withdrawal,ATM
T010970,A02464,2025-07-21,Credit,2853.26,Salary Credit,ATM
T010971,A00626,2025-06-18,Debit,22187.41,Online Transfer,Mobile App
T010972,A05950,2024-08-14,Debit,19964.18,Salary Credit,Mobile App
T010973,A03898,2025-05-30,Debit,14847.4,ATM Withdrawal,ATM
T010974,A08601,2025-01-26,Credit,40910.06,Bill Payment,Mobile App
T010975,A09925,2024-12-15,Debit,28001.62,Bill Payment,ATM
T010976,A03496,2025-05-08,Debit,4116.02,ATM Withdrawal,Online
T010977,A05794,2025-02-10,Debit,49557.88,Bill Payment,Mobile App
T010978,A06232,2025-02-06,Debit,49677.05,Salary Credit,Mobile App
T010979,A03278,2025-06-26,Debit,28752.54,Bill Payment,Mobile App
T010980,A00825,2025-05-23,Credit,49308.28,Salary Credit,ATM
T010981,A08064,2025-05-04,Credit,21961.53,ATM Withdrawal,Branch
T010982,A01726,2024-10-29,Credit,12426.71,Salary Credit,Online
T010983,A02642,2024-10-22,Credit,35783.09,Bill Payment,Online
T010984,A00090,2025-07-08,Debit,22247.2,Salary Credit,Branch
T010985,A01747,2025-05-16,Credit,7448.22,Online Transfer,Online
T010986,A07501,2025-04-08,Credit,12798.68,Bill Payment,Online
T010987,A05327,2024-08-07,Debit,7245.49,ATM Withdrawal,Branch
T010988,A00527,2025-06-15,Debit,9395.36,Salary Credit,ATM
T010989,A07751,2024-10-24,Debit,18311.48,Bill Payment,Mobile App
T010990,A00233,2025-06-27,Credit,38234.91,ATM Withdrawal,Branch
T010991,A01754,2025-04-12,Debit,23014.99,Online Transfer,Mobile App
T010992,A02772,2025-06-25,Debit,33246.21,ATM Withdrawal,Online
T010993,A05166,2024-12-25,Credit,5626.55,ATM Withdrawal,Mobile App
T010994,A07043,2025-06-02,Debit,26831.34,ATM Withdrawal,ATM
T010995,A07281,2024-12-11,Credit,17627.7,Online Transfer,ATM
T010996,A02797,2025-03-02,Credit,45525.55,ATM Withdrawal,Mobile App
T010997,A03090,2024-10-21,Credit,19456.01,Online Transfer,ATM
T010998,A01593,2024-10-28,Debit,2263.4,ATM Withdrawal,Branch
T010999,A00544,2024-11-23,Credit,9094.93,ATM Withdrawal,Branch
T011000,A06415,2024-12-30,Credit,33978.12,Salary Credit,ATM
T011001,A00965,2024-11-12,Debit,31773.24,Salary Credit,Online
T011002,A05147,2025-02-09,Debit,18566.4,Online Transfer,Branch
T011003,A09622,2025-05-02,Debit,17565.13,Bill Payment,Online
T011004,A05874,2025-03-12,Debit,11754.43,Bill Payment,Branch
T011005,A09790,2024-12-30,Credit,39463.41,Bill Payment,Branch
T011006,A02943,2024-08-24,Credit,12965.17,Online Transfer,Mobile App
T011007,A09372,2024-12-18,Credit,35510.3,Bill Payment,Mobile App
T011008,A06948,2025-06-29,Credit,30950.32,Salary Credit,ATM
T011009,A00001,2024-10-19,Credit,10948.1,ATM Withdrawal,ATM
T011010,A02335,2025-02-17,Credit,19875.9,Salary Credit,Online
T011011,A07342,2024-09-23,Credit,17704.03,Salary Credit,Branch
T011012,A01812,2025-04-09,Credit,25439.96,Salary Credit,Branch
T011013,A06123,2025-03-16,Debit,12039.47,Bill Payment,ATM
T011014,A04196,2025-01-01,Credit,16947.33,ATM Withdrawal,Branch
T011015,A09729,2025-02-28,Debit,33343.9,Online Transfer,ATM
T011016,A04929,2025-02-21,Debit,7787.56,Salary Credit,ATM
T011017,A04933,2025-03-08,Debit,27769.55,Bill Payment,Branch
T011018,A07595,2025-04-10,Debit,11314.34,Bill Payment,Branch
T011019,A08051,2025-05-10,Credit,17615.48,Bill Payment,Branch
T011020,A03943,2024-09-09,Credit,19422.98,Salary Credit,ATM
T011021,A05447,2025-06-25,Credit,45757.02,ATM Withdrawal,Branch
T011022,A03893,2025-01-03,Debit,38685.09,Salary Credit,Mobile App
T011023,A05528,2025-07-15,Debit,6055.46,ATM Withdrawal,ATM
T011024,A04806,2024-12-22,Credit,8376.92,Salary Credit,Mobile App
T011025,A01094,2025-01-29,Credit,1852.32,Bill Payment,Online
T011026,A04971,2025-03-20,Debit,47333.62,Bill Payment,Online
T011027,A00701,2025-05-08,Credit,13639.59,Salary Credit,Mobile App
T011028,A03528,2025-07-13,Debit,15425.38,Bill Payment,Mobile App
T011029,A00315,2024-10-16,Debit,42926.25,ATM Withdrawal,Mobile App
T011030,A05106,2025-06-26,Credit,2968.58,Bill Payment,Branch
T011031,A08467,2024-09-22,Credit,24022.25,ATM Withdrawal,Branch
T011032,A07953,2025-04-25,Credit,19298.8,Bill Payment,Mobile App
T011033,A07230,2024-12-20,Debit,3363.08,ATM Withdrawal,Online
T011034,A00495,2024-11-28,Credit,13365.59,Salary Credit,ATM
T011035,A02526,2025-06-08,Credit,41087.98,ATM Withdrawal,Branch
T011036,A01573,2024-08-09,Debit,14616.15,ATM Withdrawal,Branch
T011037,A00364,2024-08-19,Debit,48779.69,Bill Payment,ATM
T011038,A05331,2025-03-16,Credit,10253.53,ATM Withdrawal,ATM
T011039,A02691,2024-12-20,Credit,16585.97,Bill Payment,Online
T011040,A02994,2025-03-01,Debit,41052.61,Bill Payment,Mobile App
T011041,A07575,2024-12-20,Credit,27528.73,Online Transfer,Branch
T011042,A04609,2024-09-28,Debit,49097.04,Bill Payment,Online
T011043,A00206,2025-01-08,Debit,5633.12,ATM Withdrawal,Mobile App
T011044,A07697,2025-01-21,Debit,29553.27,ATM Withdrawal,Branch
T011045,A07362,2024-09-09,Debit,23525.63,Bill Payment,Online
T011046,A07999,2025-07-18,Debit,36645.06,Online Transfer,Branch
T011047,A01769,2024-09-29,Credit,28610.1,Online Transfer,ATM
T011048,A08718,2024-12-09,Credit,16096.78,Bill Payment,Online
T011049,A04005,2024-11-01,Debit,41632.34,ATM Withdrawal,Branch
T011050,A01353,2024-08-04,Debit,15817.78,ATM Withdrawal,ATM
T011051,A01271,2025-01-29,Credit,38667.96,Salary Credit,Mobile App
T011052,A04929,2025-01-09,Credit,30826.06,Salary Credit,ATM
T011053,A06005,2025-04-14,Credit,16274.85,Bill Payment,ATM
T011054,A00038,2025-01-12,Debit,31252.1,Online Transfer,ATM
T011055,A09551,2025-01-21,Debit,14694.78,Online Transfer,Branch
T011056,A05535,2025-03-12,Credit,22021.95,Salary Credit,ATM
T011057,A06661,2024-11-15,Debit,23772.95,ATM Withdrawal,Mobile App
T011058,A00466,2025-06-24,Credit,5894.54,Online Transfer,Mobile App
T011059,A04057,2025-05-12,Credit,25490.54,Bill Payment,Online
T011060,A03194,2025-04-03,Debit,2470.65,Online Transfer,Mobile App
T011061,A07337,2024-08-29,Credit,38508.71,Bill Payment,ATM
T011062,A00666,2024-07-29,Debit,39770.19,Online Transfer,ATM
T011063,A02384,2024-11-07,Credit,48361.6,Salary Credit,ATM
T011064,A03733,2025-04-07,Debit,5746.6,Bill Payment,Online
T011065,A05424,2025-03-29,Debit,2171.3,Bill Payment,ATM
T011066,A08618,2025-07-23,Credit,22513.19,ATM Withdrawal,Online
T011067,A04390,2025-07-16,Credit,44396.55,Bill Payment,ATM
T011068,A00315,2024-10-11,Credit,11640.0,Salary Credit,Mobile App
T011069,A02641,2025-01-11,Credit,26773.11,ATM Withdrawal,Branch
T011070,A06860,2025-02-17,Debit,12380.87,ATM Withdrawal,ATM
T011071,A07790,2025-06-12,Credit,8450.46,Salary Credit,Online
T011072,A07574,2024-08-04,Credit,35433.09,Online Transfer,ATM
T011073,A05507,2025-02-01,Credit,45210.88,Salary Credit,Mobile App
T011074,A00199,2024-10-10,Debit,29006.24,ATM Withdrawal,Branch
T011075,A04896,2025-03-13,Debit,5576.49,Salary Credit,ATM
T011076,A00153,2024-11-14,Credit,14049.96,Online Transfer,ATM
T011077,A09606,2024-09-20,Credit,8155.72,Bill Payment,Online
T011078,A07733,2025-05-09,Credit,34804.22,Salary Credit,Online
T011079,A07443,2024-11-14,Credit,22923.45,Bill Payment,Online
T011080,A08628,2025-07-08,Credit,37690.41,Online Transfer,Online
T011081,A06279,2025-06-12,Credit,29178.75,Salary Credit,Online
T011082,A09538,2025-02-18,Credit,26331.67,Bill Payment,ATM
T011083,A04248,2024-11-01,Debit,28893.89,Online Transfer,Branch
T011084,A09863,2025-05-19,Debit,36590.58,Salary Credit,ATM
T011085,A05725,2025-04-15,Credit,12678.5,Salary Credit,ATM
T011086,A01638,2025-04-16,Debit,40318.26,Salary Credit,ATM
T011087,A06675,2025-06-21,Credit,11707.08,Bill Payment,Mobile App
T011088,A01659,2024-11-06,Credit,3250.38,ATM Withdrawal,Branch
T011089,A01603,2025-06-18,Credit,7834.99,ATM Withdrawal,Branch
T011090,A07639,2024-08-02,Credit,14348.61,Online Transfer,Mobile App
T011091,A09873,2024-08-16,Debit,2777.79,ATM Withdrawal,Mobile App
T011092,A06154,2024-10-21,Debit,28018.93,ATM Withdrawal,Branch
T011093,A00923,2025-01-26,Debit,30024.72,Salary Credit,Mobile App
T011094,A02017,2024-10-26,Credit,14674.61,Online Transfer,Branch
T011095,A01933,2025-05-31,Credit,19306.24,Salary Credit,Branch
T011096,A03624,2025-06-10,Debit,39943.23,Bill Payment,Mobile App
T011097,A07841,2025-06-06,Debit,256.63,Bill Payment,ATM
T011098,A07283,2024-07-25,Credit,29597.44,Online Transfer,Branch
T011099,A05909,2025-01-12,Credit,32275.65,ATM Withdrawal,Online
T011100,A05507,2024-09-17,Credit,25691.93,Bill Payment,Online
T011101,A03062,2025-01-14,Debit,27861.12,Salary Credit,Mobile App
T011102,A04120,2025-07-18,Debit,44387.89,Salary Credit,Online
T011103,A05646,2025-04-29,Debit,27075.1,Online Transfer,ATM
T011104,A04433,2024-12-13,Credit,21282.94,Online Transfer,Branch
T011105,A04728,2025-05-29,Debit,45427.46,Salary Credit,Branch
T011106,A04304,2025-03-08,Credit,29668.62,Bill Payment,ATM
T011107,A03042,2024-11-14,Debit,6015.76,Bill Payment,Branch
T011108,A02565,2024-08-25,Debit,48041.54,Bill Payment,Branch
T011109,A00854,2024-11-20,Credit,49288.3,Bill Payment,Mobile App
T011110,A05357,2025-04-21,Credit,41819.1,Salary Credit,ATM
T011111,A07101,2025-02-08,Credit,21721.5,ATM Withdrawal,Online
T011112,A09023,2025-02-06,Debit,3124.84,Salary Credit,Online
T011113,A00410,2024-07-25,Debit,33878.1,Bill Payment,Branch
T011114,A03957,2025-07-11,Debit,32811.5,ATM Withdrawal,Mobile App
T011115,A00855,2024-12-30,Credit,21901.24,Bill Payment,Branch
T011116,A02048,2025-06-05,Debit,39223.56,Online Transfer,Branch
T011117,A04861,2024-10-16,Debit,20025.71,ATM Withdrawal,Online
T011118,A08776,2024-07-24,Credit,38087.14,Salary Credit,Mobile App
T011119,A03608,2025-01-20,Debit,1733.34,Online Transfer,Branch
T011120,A04009,2025-04-18,Credit,9083.11,ATM Withdrawal,ATM
T011121,A09034,2025-04-05,Credit,14473.37,Salary Credit,Online
T011122,A07557,2025-02-21,Credit,21903.85,Online Transfer,Branch
T011123,A02199,2024-08-08,Debit,37853.0,Online Transfer,Branch
T011124,A09352,2025-04-29,Credit,43552.26,Salary Credit,Mobile App
T011125,A09013,2025-06-11,Debit,6709.01,ATM Withdrawal,Branch
T011126,A08267,2025-07-07,Debit,17472.44,Salary Credit,Online
T011127,A02829,2024-09-30,Debit,22861.46,Salary Credit,ATM
T011128,A00560,2024-07-30,Debit,41391.36,Bill Payment,Mobile App
T011129,A04936,2025-04-21,Debit,24014.73,Online Transfer,Branch
T011130,A04687,2025-01-20,Debit,34297.02,ATM Withdrawal,Branch
T011131,A04905,2025-04-30,Debit,8899.16,Salary Credit,ATM
T011132,A07822,2025-03-28,Debit,9038.87,ATM Withdrawal,Mobile App
T011133,A06652,2024-08-19,Credit,29036.23,ATM Withdrawal,Branch
T011134,A03856,2025-03-16,Credit,1352.17,Bill Payment,Online
T011135,A03030,2024-08-27,Credit,14542.85,ATM Withdrawal,ATM
T011136,A09308,2025-04-19,Credit,20056.08,Online Transfer,Online
T011137,A01709,2025-07-15,Credit,1279.56,Online Transfer,Mobile App
T011138,A08854,2024-09-25,Debit,31575.26,Online Transfer,Mobile App
T011139,A08000,2025-03-19,Debit,5082.83,Salary Credit,ATM
T011140,A05459,2025-07-24,Debit,3805.85,Bill Payment,Mobile App
T011141,A06798,2025-02-23,Debit,40809.34,Bill Payment,Online
T011142,A00965,2024-12-05,Debit,2904.63,Salary Credit,Online
T011143,A09095,2024-09-25,Credit,26635.53,Salary Credit,ATM
T011144,A05343,2024-08-20,Debit,7828.44,Online Transfer,Mobile App
T011145,A05980,2025-06-21,Credit,978.47,Bill Payment,Branch
T011146,A08160,2024-12-10,Credit,4287.46,Online Transfer,Online
T011147,A02787,2025-07-02,Credit,21352.26,Salary Credit,Branch
T011148,A08311,2024-08-30,Debit,44317.5,Salary Credit,Mobile App
